City,Company Name or Owners's Name,Company Type,building,address
WINNIPEG,W. B. Fairbanks & Co.,Real Estate:,206 Nanton bldg.,
WINNIPEG,"Federal Inv. Co., Ltd.",Real Estate:,25 Mer. Bk.,
WINNIPEG,J. H. Ferguson,Real Estate:,406 McArthur bldg.,
WINNIPEG,"First National Rlty. Co., Ltd.",Real Estate:,101 Bank of N. S.,
WINNIPEG,"Fasher-Hamilton Co., Ltd.",Real Estate:,,482½ Main
WINNIPEG,J. A. Flanders,Real Estate:,219 Somerset bldg.,
WINNIPEG,Fleer & White,Real Estate:,645 Somerset bldg.,
WINNIPEG,C. H. Forrester,Real Estate:,,187 Garry
WINNIPEG,M. Fortune & Co.,Real Estate:,,291½ Portage ave.
WINNIPEG,"Bender, Fraser & Co.",Real Estate:,,447 Main
WINNIPEG,Andrew Freeman,Real Estate:,,N. P. O.
WINNIPEG,J. P. Frith,Real Estate:,618 McIntyre bldg.,
WINNIPEG,Fryer & Co.,Real Estate:,,317 Portage ave.
WINNIPEG,Geo. H. Funk,Real Estate:,203 Enderton bldg.,
WINNIPEG,Gardiner Land Co.,Real Estate:,413 Somerset bldg.,
WINNIPEG,German-Canadian Land Co.,Real Estate:,,122 King
WINNIPEG,Prosper Gevaert,Real Estate:,,60 Provencher st.
WINNIPEG,W. Gibbons & Co.,Real Estate:,511 McIntyre bldg.,
WINNIPEG,T. H. Goodman & Co.,Real Estate:,,255½ Portage ave.
WINNIPEG,J. B. Gowanlock,Real Estate:,517 McIntyre bldg.,
WINNIPEG,Graham & Norris,Real Estate:,201 McIntyre bldg.,
WINNIPEG,"G. T. P. R., R. E. Dept,",Real Estate:,,
WINNIPEG,Grand Trunk R. E. Agcy. & Ins. Co.,Real Estate:,218 Rookery bldg,
WINNIPEG,Grant & Simmers,Real Estate:,401 McArthur,
WINNIPEG,Wm. Grassie,Real Estate:,,221 McDermot
WINNIPEG,Great West Land Co.,Real Estate:,403 McIntyre bldg.,
WINNIPEG,J. A. Gregory & Co.,Real Estate:,1106 McArthur bld.,
WINNIPEG,Gunn & Baten,Real Estate:,,245 Notre Dame
WINNIPEG,Hackett Land Co.,Real Estate:,602 McIntyre bldg.,
WINNIPEG,E. Brian Haffner,Real Estate:,Can. Life bldg.,
WINNIPEG,Halder Haldorson,Real Estate:,,317 Portage ave.
WINNIPEG,Fred C. Hamilton,Real Estate:,1 Bk. of Hamilton,
WINNIPEG,F. L. Hammond,Real Estate:,202 Bk. of N. S.,
WINNIPEG,W. W. Hancock,Real Estate:,Bk. of N. C. bldg.,
WINNIPEG,H. B. Harrison & O'Kelly,Real Estate:,602 McAR-,thur bldg.
WINNIPEG,"D. W. Harvey Corp., Ltd.",Real Estate:,341 Somer-,set bldg.
WINNIPEG,Thoams Hay,Real Estate:,10 Commonwealth bldg.,
WINNIPEG,Thos. E. Heaney & Co.,Real Estate:,606 McIntyre bld.,
WINNIPEG,Hesson & Co.,Real Estate:,708 McArthur bldg.,
WINNIPEG,"Heubach, Finkelstein & Heubach",Real Estate:,Nan-,ton bldg.
WINNIPEG,J. W. Higgins,Real Estate:,709 McArthur bldg.,
WINNIPEG,Hill & Warnock,Real Estate:,310 Somerset bldg.,
WINNIPEG,Holden Rlty. Co.,Real Estate:,,317 Portage
WINNIPEG,Holley & Baird Rlty. Co.,Real Estate:,,265 Portage
WINNIPEG,"Home Seekers Land & Colonization Co., Ltd.",Real Estate:,,354 Main
WINNIPEG,J. E. Horn,Real Estate:,237 Somerset bldg.,
WINNIPEG,Houghton Land Corp.,Real Estate:,404 McIntyre bld.,
WINNIPEG,Montague Howatt,Real Estate:,306 McIntyre bldg.,
WINNIPEG,A. E. Howey,Real Estate:,317 McIntyre bldg.,
WINNIPEG,D. C. Hutton & Co.,Real Estate:,505 McGreevy bldg.,
WINNIPEG,"Imperial Dev. Co., Ltd.",Real Estate:,,354 Main
WINNIPEG,Imperial Inv. Agcy.,Real Estate:,,430½ Main
WINNIPEG,International Rlty. Co.,Real Estate:,7 Empress bldg.,
WINNIPEG,A. Inglehart,Real Estate:,207 Bk. of N. S. bldg.,
WINNIPEG,International Timber & Land Co.,Land Companies:,8 C. L. bldg.,
WINNIPEG,"International Sec. Co., Ltd.",Land Companies:,640 Som-,erset bldg.
WINNIPEG,James Irvine & Co.,Land Companies:,513 McIntyre bldg.,
WINNIPEG,Ivey & Ivey,Land Companies:,1101 McArthur bldg.,
WINNIPEG,Alfred Jackson,Land Companies:,,522 Main
WINNIPEG,Alex Jamieson,Land Companies:,417 McIntyre bldg.,
WINNIPEG,E. W. Johnson,Land Companies:,307 McIntyre bldg.,
WINNIPEG,Alex Johnston & Co.,Land Companies:,,447 Main
WINNIPEG,J. M. Johnston,Land Companies:,304 McIntyre bldg.,
WINNIPEG,J. & R. Johnston,Land Companies:,43 Mer. Bk.,
WINNIPEG,Johnston & Jordan,Land Companies:,,411 Main
WINNIPEG,R. C. Jordan,Land Companies:,,372½ Main
WINNIPEG,Keeler Rlty. Co.,Land Companies:,11 London bldg.,
WINNIPEG,T. C. Keenleyside,Land Companies:,,430½ Main
WINNIPEG,Kennedy & Vokes,Land Companies:,,317 Portage
WINNIPEG,Kent & Salter,Land Companies:,,363 Main
WINNIPEG,Wm. S. King Co.,Land Companies:,1003 McArthur bldg.,
WINNIPEG,Stanley King & Co.,Land Companies:,24 Aikens bldg.,
WINNIPEG,"Knight Co., Ltd.",Land Companies:,11 Mer. Bk. bldg.,
WINNIPEG,S. W. Koza & Co.,Land Companies:,,818 Main
WINNIPEG,Kidd & Crabb,Land Companies:,,245 Notre Dame ave.
WINNIPEG,T. J. Langford,Land Companies:,,Silver Heights View
WINNIPEG,LAND OFFICE (DOMINION),Land Companies:,,P. O.
WINNIPEG,LAND OFFICE (PROVINCIAL),Land Companies:,Parlia-,ment bldg.
WINNIPEG,LAND TITLES OFFICE (PROVIN-,Land Companies:,,CIAL)
WINNIPEG,Land & Agricul. Co. of Canada,Land Companies:,,308 Nanton bldg.
WINNIPEG,Geo. W. Langdon & Co.,Land Companies:,613 McIntyre bld.,
WINNIPEG,P. Langlois & Co.,Land Companies:,701 McArthur bldg.,
WINNIPEG,Reginald Lawson & Co.,Land Companies:,4 Mer. Bk.,
WINNIPEG,N. S. S. Layton,Land Companies:,312 McIntyre bldg.,
WINNIPEG,E. Leonard & Sons,Land Companies:,208 Nanton bldg.,
WINNIPEG,J. T. Letellier,Land Companies:,,540 Main
WINNIPEG,Leveten & Rosentzweig,Land Companies:,619 McIntyre bld.,
WINNIPEG,T. Lewiston,Land Companies:,,903 Main
WINNIPEG,Liddle Bros.,Land Companies:,43 Mer. Bk.,
WINNIPEG,Lindsay McClennan Rlty. Co.,Land Companies:,442 Som-,erset bldg.
WINNIPEG,John Littler,Land Companies:,307 McIntyre bldg.,
WINNIPEG,W. J. Long,Land Companies:,,27 Stadacona
WINNIPEG,Peter McCallum,Land Companies:,322 Somerset bldg.,
WINNIPEG,McCutcheon Bros.,Land Companies:,,447 Main
WINNIPEG,McDonald & Whitlaw,Land Companies:,501 N. Crown Bk.,
WINNIPEG,D. J. McDougall & Co.,Land Companies:,,258½ Portage
WINNIPEG,Chas. H. McFadyen & Co.,Land Companies:,22 Royal bld.,
WINNIPEG,D. G. McKay,Land Companies:,808 McArthur bldg.,
WINNIPEG,McKee & Johnston,Land Companies:,,773 Portage ave.
WINNIPEG,A. McKenzie,Land Companies:,56 Merchants Bk.,
WINNIPEG,McKenzie & Pearson,Land Companies:,,545 Portage ave.
WINNIPEG,Walter McKinley & Tilly,Land Companies:,707 McAr-,thur bldg.
WINNIPEG,W. M. Melliss,Real Estate:,403 McIntyre bldg.,
WINNIPEG,Menzies & Shantz,Real Estate:,715 McIntyre bldg.,
WINNIPEG,Geo. R. Mercer & Co.,Real Estate:,406 McGreevy bld.,
WINNIPEG,F. E. Maurice Rlty. Co.,Real Estate:,216 Main,
WINNIPEG,Chas. Metcalfe,Real Estate:,,Marion & Tache
WINNIPEG,Geo. A. Metcalfe,Real Estate:,218 Somerset bldg.,
WINNIPEG,R. H. Metcalfe,Real Estate:,,Tache & Marion
WINNIPEG,Geo. Milgate & Co.,Real Estate:,1008 McArthur bld.,
WINNIPEG,J. E. Mills,Real Estate:,706 McIntyre bldg.,
WINNIPEG,Mills & Co.,Real Estate:,801 McArthur bldg.,
WINNIPEG,"Montague, Aldous & Laing,",Real Estate:,,Main & Portage
WINNIPEG,Montague Land & Sec. Co.,Real Estate:,,317 Portage
WINNIPEG,"A. V. Montgomery & Sons,",Real Estate:,,44 Princess
WINNIPEG,J. H. Montgomery & Co.,Real Estate:,,361 Main
WINNIPEG,J. K. Moore & Co.,Real Estate:,,544 Main
WINNIPEG,T. E. W. Morris,Real Estate:,203 Enderton bldg.,
WINNIPEG,J. S. Mortimer,Real Estate:,4 Phoenix bldg.,
WINNIPEG,Harold H. Moss,Real Estate:,,258½ Portage ave.
WINNIPEG,H. A. Mullins,Real Estate:,,Notre Dame & Princess
WINNIPEG,L. J. Murphy & Co.,Real Estate:,,469 Main
WINNIPEG,W. T. Musgrove,Real Estate:,711 McArthur bldg.,
WINNIPEG,G. A. Muttlebury,Real Estate:,,219 McDermot ave
WINNIPEG,National Rlty. Co.,Real Estate:,671 Main,
WINNIPEG,G. W. Neary & Co.,Real Estate:,205 McIntyre bldg.,
WINNIPEG,Neely Rogers Ld. Co.,Real Estate:,315 Somerset bld.,
WINNIPEG,Chr. Neilsen,Real Estate:,,222 Portage ave.
WINNIPEG,Newall Bros.,Real Estate:,,499 Main
WINNIPEG,New Canada Inv. Co.,Real Estate:,,258½ Portage ave.
WINNIPEG,Percy W. Newman,Real Estate:,104 Bk. of N. S.,
WINNIPEG,Nixon & Gough,Real Estate:,Bk. of Hamilton,
WINNIPEG,T. J. Noble Land Co.,Real Estate:,,317 Portage ave.
WINNIPEG,A. J. Norquay,Real Estate:,31 Canada Life bldg,
WINNIPEG,Northern Agcy. Co.,Real Estate:,519 McIntyre bldg,
WINNIPEG,Northwest Colonization Co.,Real Estate:,306 U. Bk.,
WINNIPEG,N. W. Farm Land Corp.,Real Estate:,,"Ltd., 25 Mer-"
WINNIPEG,J. W. Norton & Co.,Real Estate:,1106 McArthur,
WINNIPEG,"Norwood, St. Boniface & St. Vital Rlty.",Real Estate:,,"Co., Marion Norwood"
WINNIPEG,Notre Dame In. Co.,Real Estate:,501 Keewayden bld.,
WINNIPEG,Oaks Land Co.,Real Estate:,1010 McArthur bldg.,
WINNIPEG,Th. Oddson & Co.,Real Estate:,,255¼ Portage ave.
WINNIPEG,O'Grady & Co.,Real Estate:,1201 McArthur bldg.,
WINNIPEG,"Oldfield, Kirby & Gardner",Real Estate:,,234 Portage
WINNIPEG,"Ontario, Manitoba & Western Land Co.",Real Estate:,,"Ltd., 413 Main"
WINNIPEG,J. Fred Palmer,Real Estate:,416 McIntyre bldg.,
WINNIPEG,"Parker, Ashdown, McKay Rlty. Co.",Real Estate:,,513 U. Bank
WINNIPEG,Pattinson & Gunn,Real Estate:,Farmer bldg.,
WINNIPEG,Peace River Land & Security Co.,Real Estate:,808 McArthur bldg.,
WINNIPEG,Geo. A. Pearson,Real Estate:,620 U. Bank,
WINNIPEG,"Wm. Pearson Co., Ltd.",Real Estate:,Can. Permanent bldg.,
WINNIPEG,James N. Peer,Real Estate:,711 McArthur bldg.,
WINNIPEG,E. N. Perry,Real Estate:,,249 Notre Dame ave.
WINNIPEG,Peterson Co.,Real Estate:,,317 Portage ave.
WINNIPEG,F. R. Phillips & Co.,Real Estate:,517 McIntyre bldg.,
WINNIPEG,"Pickering-Gordon Co., Ltd.",Real Estate:,,221 McDer- mot
WINNIPEG,A. H. Povah,Real Estate:,,338 Portage ave.
WINNIPEG,N. R. Preston & Co.,Real Estate:,,349 Main
WINNIPEG,Geo. W. Prout,Real Estate:,B Royal Bank bldg.,
WINNIPEG,Reaney & Hewett,Real Estate:,206 McIntyre bldg.,
WINNIPEG,Redmond & Jennison,Real Estate:,"203 Bk, of N. S.",
WINNIPEG,Red River Loan & Land Co.,Real Estate:,913 U. Bk.,
WINNIPEG,S. D. Richardson,Real Estate:,,Portage & College
WINNIPEG,Richmond & Ferguson,Real Estate:,,164 Princess
WINNIPEG,Riley Bros.,Real Estate:,320 McIntyre bldg.,
WINNIPEG,H. R. Roberts,Real Estate:,406 McArthur bldg.,
WINNIPEG,Robinson & Black,Real Estate:,306 McArthur bldg.,
WINNIPEG,W. P. Rodgers,Real Estate:,608 McIntyre bldg.,
WINNIPEG,"Rogers Rlty Co., Ltd.",Real Estate:,,358 Portage ave.
WINNIPEG,D. A. Ross & Co.,Real Estate:,,449 Main
WINNIPEG,"Ross Realty Co., Ltd.",Real Estate:,,12 Mer. Bk
WINNIPEG,W. R. Rowan,Real Estate:,,21 Canada Life bldg.
WINNIPEG,Lewis Rowe & Co.,Real Estate:,312 Nanton bldg.,
WINNIPEG,Roy & Waldron,Real Estate:,,221 McDermot ave.
WINNIPEG,Ruddell Bros.,Real Estate:,114 Phoenix bldg.,
WINNIPEG,P. Rutherford & Co.,Real Estate:,,522 Main
WINNIPEG,R. W. Rutherford,Real Estate:,12 Bk. of Hamilton,
WINNIPEG,St. James Rlty. Co.,Real Estate:,Bank of N. S.,
WINNIPEG,St. John-Wisner Land Co.,Real Estate:,,268 Portage
WINNIPEG,"Saskatchewan Valley Land Co., Ltd.",Real Estate:,,392 Main
WINNIPEG,"Saskatchewan Valley & Manitoba Land Co., Ltd.",Real Estate:,,392 Main
WINNIPEG,Savage & McGavin,Real Estate:,Mer. Bank bldg.,
WINNIPEG,Scandinavian-American Land Co.,Real Estate:,306 Nanton bldg.,
WINNIPEG,Scandinavian Land & R. E. Co.,Real Estate:,,413 Logan ave.
WINNIPEG,Scarth & Lyons,Real Estate:,312 McIntyre bldg.,
WINNIPEG,Fred W. Scott,Real Estate:,,272 Main
WINNIPEG,James Scott,Real Estate:,,197 Portage ave.
WINNIPEG,Scott-Hill Co.,Real Estate:,22 Can. Life bldg.,
WINNIPEG,Michael Scott,Real Estate:,,334 Portage
WINNIPEG,Wm. G. Scott & Co.,Real Estate:,22 Royal Bank,
WINNIPEG,Scott & Lobb,Real Estate:,,258½ Portage ave.
WINNIPEG,"Selkirk Land & Inv. Co., Ltd.",Real Estate:,,221 Mc- Dermott
WINNIPEG,E. J. Shaw & Co.,Real Estate:,,354 Main
WINNIPEG,"Scott, Shields & Co.",Real Estate:,,McDermot & Main
WINNIPEG,Shortridge & Cawker,Real Estate:,301 McIntyre bldg.,
WINNIPEG,I. A. Silverthorn,Real Estate:,338 Somerset bldg.,
WINNIPEG,George Simmers & Co.,Real Estate:,,331 Nairn ave.
WINNIPEG,C. E. Simonite,Real Estate:,703 McArthur bldg.,
WINNIPEG,"Simpson, Wares & Spencer",Real Estate:,206 Enderton,
WINNIPEG,Simpson & Mitchell,Real Estate:,8 Bank of Hamilton,
WINNIPEG,"Skuli, Hansson & Co.",Real Estate:,,221 McDermot
WINNIPEG,J. Sloan & Co.,Real Estate:,,665 Main
WINNIPEG,Chas. Smith & Co.,Real Estate:,,349 Main
WINNIPEG,Sydney M. Smith,Real Estate:,405 Nanton bldg,
WINNIPEG,A. E. Spera & Co.,Real Estate:,210 Somerset bldg.,
WINNIPEG,Sprague & Higginbotham,Real Estate:,309 Kennedy bldg.,
WINNIPEG,Stanbridge Rlty. Co.,Real Estate:,,247 Notre Dame
WINNIPEG,Standard Land Co.,Real Estate:,,222 Portage ave.
WINNIPEG,Sterling Rlty. Co.,Real Estate:,3 Kensington bldg.,
WINNIPEG,Stevenson & Fellde,Real Estate:,Bk. of N. C. bldg.,
WINNIPEG,Fred H. Stewart,Real Estate:,216 Nanton bldg.,
WINNIPEG,"Stewart & Matthews Co., Ltd.",Real Estate:,,64 Mer. Bank
WINNIPEG,Stewart & Walker,Real Estate:,106 Bk. of N. S.,
WINNIPEG,"Stonehouse, Fraser & Chambers",Real Estate:,McIn- tyre bldg.,
WINNIPEG,Ira Stratton,Real Estate:,12 Bk. of Hamilton,
WINNIPEG,Suburban Rlty. Co.,Real Estate:,401 McGreevy bldg.,
WINNIPEG,Walter Suckling & Co.,Real Estate:,405 Nanton bldg.,
WINNIPEG,Superior Rlty. Co.,Real Estate:,315 Kennedy bldg.,
WINNIPEG,John Tait,Real Estate:,,132 Syndicate
WINNIPEG,Talbot Rlty.,Real Estate:,,325 Main
WINNIPEG,Chas. E. Taylor & Co.,Real Estate:,418 McIntyre bld.,
WINNIPEG,Hilliard Taylor,Real Estate:,,436 Main
WINNIPEG,J. A. Thompson,Real Estate:,526 U. Bank,
WINNIPEG,T. D. Thompson & Co.,Real Estate:,42 Mer. Bank,
WINNIPEG,T. L. Toby,Real Estate:,408 McIntyre bldg.,
WINNIPEG,Gordon W. Tovell,Real Estate:,,408 McIntyre bldg.
WINNIPEG,Traders' Finance & Inv. Co.,Real Estate:,,258½ Portage ave.
WINNIPEG,"Transcontinental T. S. Co., Ltd.",Real Estate:,,268 Portage ave.
WINNIPEG,Union Loan & Inv. Co.,Real Estate:,,221 McDer.
WINNIPEG,Union Realty Co.,Real Estate:,,854 Main
WINNIPEG,Western General Inv. Corp.,Land Companies:,285 Smith,
WINNIPEG,Western Loan & Rlty. Co.,Land Companies:,482½ Main,
WINNIPEG,"Western Trunk Land Corp., Ltd.",Land Companies:,,Transcona N. Ε.
WINNIPEG,"Western Trunk Land Bldg. & Dev. Corp., Ltd.",Land Companies:,,537 Main
WINNIPEG,J. Willoughby,Land Companies:,,984¼ Main
WINNIPEG,Williamson & Co.,Land Companies:,219 Somerset,
WINNIPEG,Western Divisional Townsite Co.,Land Companies:,,306 Fort
WINNIPEG,S. C. Wilson & Co.,Land Companies:,318 McIntyre bldg.,
WINNIPEG,"Winnipeg Land & Mortgage Corp., Ltd.",Land Companies:,,25 Mer. Bank
WINNIPEG,Winnipeg Realty Co.,Land Companies:,406 McArthur,
WINNIPEG,J. A. Wolfe & Co.,Land Companies:,,477½ Main
WINNIPEG,Woodhead & Co.,Land Companies:,502 McIntyre bldg.,
WINNIPEG,Thos. Wright & Co.,Land Companies:,,354 Main
