City,Company Name or Owners's Name,Company Type,building,address,full_address,Lat,Lon
WINNIPEG,Thos. Corbett,Real Estate:,613 McIntyre bldg,,"613 McIntyre bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,"Corelli & Wilson Agcy., Ltd.",Real Estate:,620 McIntyre bldg,,"620 McIntyre bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,R. H. Cottingham,Real Estate:,,Transcona,"Transcona, Winnipeg, Manitoba, Canada",49.8953127,-97.0108481
WINNIPEG,E. M. Counsell,Real Estate:,,258½ Portage ave,"258½ Portage ave, Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,Frederick Couse & Co.,Real Estate:,,222 Portage ave,"222 Portage ave, Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,Cox & Livingstone,Real Estate:,64 Mer. Bk. bldg,,"64 Mer. Bk. bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,Cresent Land Co.,Real Estate:,509 McArthur bldg,,"509 McArthur bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,T. H. Crotty & Co.,Real Estate:,702 McArthur bldg.,,"702 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,A. F. Crowe,Real Estate:,,New Post Office,"New Post Office, Winnipeg, Manitoba, Canada",,
WINNIPEG,Dalton Rlty. Co.,Real Estate:,,507 Main,"507 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. H. Daly,Real Estate:,,247 Notre Dame,"247 Notre Dame, Winnipeg, Manitoba, Canada",,
WINNIPEG,Dangerfield & Doolittle,Real Estate:,604 McIntyre bld.,,"604 McIntyre bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,F. G. Davison,Real Estate:,"Room 3, Alberta bldg.",,"Room 3, Alberta bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Davis & McGreevy,Real Estate:,402 McGreevy bldg.,,"402 McGreevy bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,De la Giclais & Co.,Real Estate:,,325 Main,"325 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Lawrence M. Delbridge,Real Estate:,519 Somerset bld.,,"519 Somerset bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,B. J. Desmond & Co.,Real Estate:,,219 McDermot ave.,"219 McDermot ave., Winnipeg, Manitoba, Canada",49.8973625,-97.1413631
WINNIPEG,R. Dickson,Real Estate:,207 McIntyre bldg.,,"207 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,A. Douglas & Co.,Real Estate:,302 McIntyre bldg.,,"302 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Downie Bros.,Real Estate:,,258½ Portage ave.,"258½ Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,Dumaresq Rlty. Co.,Real Estate:,,289 Garry,"289 Garry, Winnipeg, Manitoba, Canada",49.8938292,-97.1402315
WINNIPEG,Ralph C. Duncan,Real Estate:,618 McIntyre bldg.,,"618 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Durkin Bros.,Real Estate:,341 Somerset bldg.,,"341 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,H. Eastwood,Real Estate:,406 McArthur bldg.,,"406 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Edson Development Co.,Real Estate:,,290 Portage av.,"290 Portage av., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,"Edson; Watrous & Melville Rlty. Co,",Real Estate:,,210 Portage ave.,"210 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,Geo. Edwards,Real Estate:,,317 Portage ave.,"317 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,Arni Eggertson,Real Estate:,204 McIntyre bldg.,,"204 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,G. Eidsvig,Real Estate:,306 Nanton bldg.,,"306 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Elm Park Co., Ltd.",Real Estate:,507 McArthur bldg.,,"507 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,H. L. Emmert,Real Estate:,,275 Portage ave.,"275 Portage ave., Winnipeg, Manitoba, Canada",49.8945129,-97.1422651
WINNIPEG,C. H. Enderton & Co.,Real Estate:,,228 Portage ave.,"228 Portage ave., Winnipeg, Manitoba, Canada",49.8824552,-97.190016
WINNIPEG,W. Sanford Evans & Co.,Real Estate:,308 Gr. Exch.,,"308 Gr. Exch., Winnipeg, Manitoba, Canada",,
WINNIPEG,W. B. Fairbanks & Co.,Real Estate:,206 Nanton bldg.,,"206 Nanton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Federal Inv. Co., Ltd.",Real Estate:,25 Mer. Bk.,,"25 Mer. Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,J. H. Ferguson,Real Estate:,406 McArthur bldg.,,"406 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"First National Rlty. Co., Ltd.",Real Estate:,101 Bank of N. S.,,"101 Bank of N. S., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Fasher-Hamilton Co., Ltd.",Real Estate:,,482½ Main,"482½ Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. A. Flanders,Real Estate:,219 Somerset bldg.,,"219 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Fleer & White,Real Estate:,645 Somerset bldg.,,"645 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,C. H. Forrester,Real Estate:,,187 Garry,"187 Garry, Winnipeg, Manitoba, Canada",49.8909817,-97.1386715
WINNIPEG,M. Fortune & Co.,Real Estate:,,291½ Portage ave.,"291½ Portage ave., Winnipeg, Manitoba, Canada",49.8942073,-97.1430055
WINNIPEG,"Bender, Fraser & Co.",Real Estate:,,447 Main,"447 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Andrew Freeman,Real Estate:,,N. P. O.,"N. P. O., Winnipeg, Manitoba, Canada",,
WINNIPEG,J. P. Frith,Real Estate:,618 McIntyre bldg.,,"618 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Fryer & Co.,Real Estate:,,317 Portage ave.,"317 Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,Geo. H. Funk,Real Estate:,203 Enderton bldg.,,"203 Enderton bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Gardiner Land Co.,Real Estate:,413 Somerset bldg.,,"413 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,German-Canadian Land Co.,Real Estate:,,122 King,"122 King, Winnipeg, Manitoba, Canada",,
WINNIPEG,Prosper Gevaert,Real Estate:,,60 Provencher st.,"60 Provencher st., Winnipeg, Manitoba, Canada",49.8957687,-97.1075907
WINNIPEG,W. Gibbons & Co.,Real Estate:,511 McIntyre bldg.,,"511 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,T. H. Goodman & Co.,Real Estate:,,255½ Portage ave.,"255½ Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,J. B. Gowanlock,Real Estate:,517 McIntyre bldg.,,"517 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Graham & Norris,Real Estate:,201 McIntyre bldg.,,"201 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"G. T. P. R., R. E. Dept,",Real Estate:,,,,,
WINNIPEG,Grand Trunk R. E. Agcy. & Ins. Co.,Real Estate:,218 Rookery bldg,,"218 Rookery bldg, Winnipeg, Manitoba, Canada",,
WINNIPEG,Grant & Simmers,Real Estate:,401 McArthur,,"401 McArthur, Winnipeg, Manitoba, Canada",49.9021127,-97.116804
WINNIPEG,Wm. Grassie,Real Estate:,,221 McDermot,"221 McDermot, Winnipeg, Manitoba, Canada",49.9081495,-97.1734714
WINNIPEG,Great West Land Co.,Real Estate:,403 McIntyre bldg.,,"403 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,J. A. Gregory & Co.,Real Estate:,1106 McArthur bld.,,"1106 McArthur bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,Gunn & Baten,Real Estate:,,245 Notre Dame,"245 Notre Dame, Winnipeg, Manitoba, Canada",,
WINNIPEG,Hackett Land Co.,Real Estate:,602 McIntyre bldg.,,"602 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,E. Brian Haffner,Real Estate:,Can. Life bldg.,,"Can. Life bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Halder Haldorson,Real Estate:,,317 Portage ave.,"317 Portage ave., Winnipeg, Manitoba, Canada",49.8867635,-97.1654206
WINNIPEG,Fred C. Hamilton,Real Estate:,1 Bk. of Hamilton,,"1 Bk. of Hamilton, Winnipeg, Manitoba, Canada",,
WINNIPEG,F. L. Hammond,Real Estate:,202 Bk. of N. S.,,"202 Bk. of N. S., Winnipeg, Manitoba, Canada",,
WINNIPEG,W. W. Hancock,Real Estate:,Bk. of N. C. bldg.,,"Bk. of N. C. bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,H. B. Harrison & O'Kelly,Real Estate:,602 McAR-,thur bldg.,"thur bldg., 602 McAR-, Winnipeg, Manitoba, Canada",,
WINNIPEG,"D. W. Harvey Corp., Ltd.",Real Estate:,341 Somer-,set bldg.,"set bldg., 341 Somer-, Winnipeg, Manitoba, Canada",,
WINNIPEG,Thoams Hay,Real Estate:,10 Commonwealth bldg.,,"10 Commonwealth bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Thos. E. Heaney & Co.,Real Estate:,606 McIntyre bld.,,"606 McIntyre bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,Hesson & Co.,Real Estate:,708 McArthur bldg.,,"708 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Heubach, Finkelstein & Heubach",Real Estate:,Nan-,ton bldg.,"ton bldg., Nan-, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. W. Higgins,Real Estate:,709 McArthur bldg.,,"709 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Hill & Warnock,Real Estate:,310 Somerset bldg.,,"310 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Holden Rlty. Co.,Real Estate:,,317 Portage,"317 Portage, Winnipeg, Manitoba, Canada",49.8907088,-97.142341
WINNIPEG,Holley & Baird Rlty. Co.,Real Estate:,,265 Portage,"265 Portage, Winnipeg, Manitoba, Canada",49.8946564,-97.1418396
WINNIPEG,"Home Seekers Land & Colonization Co., Ltd.",Real Estate:,,354 Main,"354 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. E. Horn,Real Estate:,237 Somerset bldg.,,"237 Somerset bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Houghton Land Corp.,Real Estate:,404 McIntyre bld.,,"404 McIntyre bld., Winnipeg, Manitoba, Canada",,
WINNIPEG,Montague Howatt,Real Estate:,306 McIntyre bldg.,,"306 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,A. E. Howey,Real Estate:,317 McIntyre bldg.,,"317 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,D. C. Hutton & Co.,Real Estate:,505 McGreevy bldg.,,"505 McGreevy bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Imperial Dev. Co., Ltd.",Real Estate:,,354 Main,"354 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Imperial Inv. Agcy.,Real Estate:,,430½ Main,"430½ Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,International Rlty. Co.,Real Estate:,7 Empress bldg.,,"7 Empress bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,A. Inglehart,Real Estate:,207 Bk. of N. S. bldg.,,"207 Bk. of N. S. bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,International Timber & Land Co.,Land Companies:,8 C. L. bldg.,,"8 C. L. bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"International Sec. Co., Ltd.",Land Companies:,640 Som-,erset bldg.,"erset bldg., 640 Som-, Winnipeg, Manitoba, Canada",,
WINNIPEG,James Irvine & Co.,Land Companies:,513 McIntyre bldg.,,"513 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Ivey & Ivey,Land Companies:,1101 McArthur bldg.,,"1101 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Alfred Jackson,Land Companies:,,522 Main,"522 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Alex Jamieson,Land Companies:,417 McIntyre bldg.,,"417 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,E. W. Johnson,Land Companies:,307 McIntyre bldg.,,"307 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Alex Johnston & Co.,Land Companies:,,447 Main,"447 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,J. M. Johnston,Land Companies:,304 McIntyre bldg.,,"304 McIntyre bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,J. & R. Johnston,Land Companies:,43 Mer. Bk.,,"43 Mer. Bk., Winnipeg, Manitoba, Canada",,
WINNIPEG,Johnston & Jordan,Land Companies:,,411 Main,"411 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,R. C. Jordan,Land Companies:,,372½ Main,"372½ Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Keeler Rlty. Co.,Land Companies:,11 London bldg.,,"11 London bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,T. C. Keenleyside,Land Companies:,,430½ Main,"430½ Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Kennedy & Vokes,Land Companies:,,317 Portage,"317 Portage, Winnipeg, Manitoba, Canada",49.8907088,-97.142341
WINNIPEG,Kent & Salter,Land Companies:,,363 Main,"363 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Wm. S. King Co.,Land Companies:,1003 McArthur bldg.,,"1003 McArthur bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,Stanley King & Co.,Land Companies:,24 Aikens bldg.,,"24 Aikens bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,"Knight Co., Ltd.",Land Companies:,11 Mer. Bk. bldg.,,"11 Mer. Bk. bldg., Winnipeg, Manitoba, Canada",,
WINNIPEG,S. W. Koza & Co.,Land Companies:,,818 Main,"818 Main, Winnipeg, Manitoba, Canada",,
WINNIPEG,Kidd & Crabb,Land Companies:,,245 Notre Dame ave.,"245 Notre Dame ave., Winnipeg, Manitoba, Canada",49.910871,-97.1889962
