City,Company Name or Owners's Name,Company Type,building,address
CALGARY,"C. Brace,",Real Estate:,,14 Crown blk.
CALGARY,"Baldwin & Ruttle,",Real Estate:,,"127 8th ave., E."
CALGARY,"Ballantyne & Kitely,",Real Estate:,,10 Macke
CALGARY,"L. Bannerman,",Real Estate:,,707 Centre st.
CALGARY,"R. S. Barbour,",Real Estate:,,"238 8th ave., E."
CALGARY,"M. F. & O. A. Batchelor,",Real Estate:,,22 Lineham
CALGARY,"E. D. Benson,",Real Estate:,,"221A 8th ave., E."
CALGARY,"Beveridge Bros.,",Real Estate:,,15 McDougall blk.
CALGARY,"L. W. Bick,",Real Estate:,,210 L. & L. blk.
CALGARY,"S. J. Blair,",Real Estate:,,"229 8th ave., W."
CALGARY,"V. P. Bond,",Real Estate:,,65 McDougall blk.
CALGARY,"Brien & Spaulding,",Real Estate:,,Centre st. & 7th ave.
CALGARY,"Bryden & Munn,",Real Estate:,,"8th ave. & 2d st., W."
CALGARY,"Buckler & Bilson,",Real Estate:,,502 L. & L. blk.
CALGARY,"Burgess & Moss,",Real Estate:,,8 Elma blk.
CALGARY,"Calgary City & Sub. Dev. Co.,",Real Estate:,,1 Blow
CALGARY,"Calgary Colonization Co.,",Real Estate:,,"809 1st st., W."
CALGARY,"Calgary Land Co.,",Real Estate:,,813 Centre st.
CALGARY,"Calgary-Lethbridge Rlty. Co.,",Real Estate:,,"229 8th ave., E."
CALGARY,"Calgary Rlty. Co.,",Real Estate:,,2 Lineham blk.
CALGARY,"W. B. Cameron,",Real Estate:,,"1420A 1st st., W."
CALGARY,"Cameron & Anderson,",Real Estate:,,"205 8th ave., W."
CALGARY,"Canadian-American Land Co.,",Real Estate:,,"134 9th ave., W."
CALGARY,"Canadian Birbeck Loan & Inv. Co.,",Real Estate:,,2 L. & L. blk.
CALGARY,"Canadian Pacific Irr. Coloniz. Co., Ltd.",Real Estate:,,
CALGARY,"Canadian Rlty. Co.,",Real Estate:,,"221A 8th ave., E."
CALGARY,"Canada West Colonization Co.,",Real Estate:,,"240A 8th ave., E."
CALGARY,"Canadian West Land & Dev. Co.,",Land Companies:,,506 L. & L. blk.
CALGARY,"Century Rlty. & Inv. Co.,",Land Companies:,,"234A 8th ave., E."
CALGARY,"Chad's R. E.,",Land Companies:,,7 Mackie blk.
CALGARY,"City Land Co.,",Land Companies:,,"231 8th ave., W."
CALGARY,"A. G. Clarke & Co.,",Land Companies:,,"231A 8th ave., E."
CALGARY,"A. Collyns & Co.,",Land Companies:,,68 McDougall
CALGARY,"C. J. Colville,",Land Companies:,,Blow blk.
CALGARY,"Colvin & Thorne,",Land Companies:,,6 Lineham blk.
CALGARY,"F. M. Compton,",Land Companies:,,4 McTavish blk.
CALGARY,"J. A. Connelly,",Land Companies:,,19 Elma blk.
CALGARY,"C. W. Copp & Co.,",Land Companies:,,26 Elma blk.
CALGARY,"Costello & Ryan,",Land Companies:,,"127 8th ave., W."
CALGARY,"C. P. C. Co.,",Land Companies:,,206 L. & L. blk.
CALGARY,"Crichton & Douglas,",Land Companies:,,Grain Exch. bldg.
CALGARY,"Crowe, Griffin & Crowe,",Land Companies:,,1 Alexander
CALGARY,"E. Culver,",Land Companies:,,813 Centre st.
CALGARY,"F. M. Curtis,",Land Companies:,,6 Caledonian blk.
CALGARY,"P. J. Daly,",Land Companies:,,5 Alberta blk.
CALGARY,"F. Daniels & Co.,",Land Companies:,,4 Lineham blk.
CALGARY,"Davidson & Pae,",Land Companies:,,12 Aull blk.
CALGARY,"J. C. Davis,",Land Companies:,,"127 8th ave., E."
CALGARY,"Davis & O'Mara,",Land Companies:,,"710 1st st., E."
CALGARY,"E. DeBruyne,",Land Companies:,,19 Elma blk.
CALGARY,"F. G. Denton,",Land Companies:,,604 L. & L. blk.
CALGARY,"O. G. Devenish,",Land Companies:,,"813A 1st st., E."
CALGARY,"D. J. Dewar & Co.,",Land Companies:,,5 Alexander cor.
CALGARY,"Diamond Land Co.,",Land Companies:,,31 Lineham blk.
CALGARY,"A. A. Dick,",Land Companies:,,36 Cadogan blk.
CALGARY,"Dom. Co-oper. N. T. & Rlty. Co., Ltd.,",Land Companies:,,"114 9th ave., E."
CALGARY,"Doughty & Co.,",Land Companies:,,1 Crown blk.
CALGARY,"J. C. Dunlop,",Land Companies:,,"131 8th ave., W."
CALGARY,"D. Dunnet,",Land Companies:,,"229A 8th ave., E."
CALGARY,"Dunsmoor & Robertson,",Land Companies:,,18 Thompson
CALGARY,"R. C. Eakins & Co.,",Land Companies:,,15 Alberta blk.
CALGARY,"Eccles & Co.,",Land Companies:,,17 Armstrong blk.
CALGARY,"English & Freeze,",Land Companies:,,2 Temple bldg.
CALGARY,"Chas. A. Ennis,",Land Companies:,,"813 1st st., E."
CALGARY,"Eureka R. E. Co.,",Land Companies:,,"111 8th ave., W."
CALGARY,"Excelsior R. E. Co.,",Land Companies:,,8 Victoria blk.
CALGARY,"Feilden & Royle,",Land Companies:,,509 L. & L. blk.
CALGARY,"Fleeton & Asling,",Land Companies:,,6 Mackie blk.
CALGARY,"Foncier Rlty. & Inv. Co.,",Land Companies:,,3 Cameron blk.
CALGARY,"H. A. Ford,",Land Companies:,,36 Elma blk.
CALGARY,"Fort George & Fraser Valley Land Co.,",Land Companies:,,"230 8th ave., W."
CALGARY,"Foster Rlty. Co.,",Land Companies:,,18 Cadogan blk.
CALGARY,"Franks & Co.,",Land Companies:,,"38 Lineham blk,"
CALGARY,"E. C. Freeze,",Land Companies:,,"710A 1st st., E."
CALGARY,"Fulton & Brocklebank,",Land Companies:,,"1224 9th ave., E."
CALGARY,"Johns-Gaddes Co., Ltd.,",Land Companies:,,820 Centre st.
CALGARY,"Garrett, Limited,",Land Companies:,,under Royal Bank
CALGARY,"Gaunce & Ross,",Land Companies:,,"203A 12th ave., W."
CALGARY,"Gedd & Sheffield,",Land Companies:,,"707 1st st., E."
CALGARY,"German-American Col. Co., Ltd.,",Land Companies:,,"118 9th ave., W."
CALGARY,"J. T. Gibson,",Land Companies:,,301 L. & L. bldg.
CALGARY,"Gilbert & Ross,",Land Companies:,,1 Blow blk.
CALGARY,"Glode Land Co.,",Land Companies:,,207 Grain Exch.
CALGARY,"Golden West Land & Bldg. Co., Ltd.,",Land Companies:,,204 Grain Exch.
CALGARY,"Graham-Hamilton-Campbell, Ltd.,",Land Companies:,,713 Centre st.
CALGARY,"Grand Trunk Pacific Townsite Agents,",Land Companies:,,"807 1st st., E."
CALGARY,"Gravely & O'Neil,",Land Companies:,,B. B. N. A. bldg.
CALGARY,"Grazley & Fullerton,",Land Companies:,,3 Wright blk.
CALGARY,"Great Northern Land Co.,",Land Companies:,,815A Centre
CALGARY,"Great West Inv. Co.,",Land Companies:,,18 Elma blk.
CALGARY,"Great West Land Co.,",Land Companies:,,39 Elma blk.
CALGARY,"GREAT WEST PERMANENT LOAN CO.,",Land Companies:,,Burns blk.
CALGARY,"Gregg & Findlay,",Land Companies:,,706A Centre st.
CALGARY,"Gundy, Gundy & Finch, Ltd.,",Land Companies:,,213 Grain Exch.
CALGARY,"Cecil A. Hadfield,",Land Companies:,,"708 1st st., E."
CALGARY,"Hall Bros.,",Land Companies:,,204 L. & L. blk.
CALGARY,"Hamilton & McHardy,",Land Companies:,,Centre st. & 9th
CALGARY,Henderson Land Co.,Land Companies:,,"814 1st st., W."
CALGARY,"Herr, Barcley & Perkins",Land Companies:,8 Wright blk,
CALGARY,Dr. W. A. Hicks Inv. Co.,Land Companies:,,207 8th av. W.
CALGARY,James I. Hill,Real Estate:,15 Blow blk,
CALGARY,Ansel H. Holdsworth,Real Estate:,Elma blk,
CALGARY,Home Realty Co.,Real Estate:,,"227A 8th ave., E."
CALGARY,H. A. Horstman,Real Estate:,,"236 9th ave., E."
CALGARY,Hossell & Finch,Real Estate:,406 L. & L. blk,
CALGARY,"Jno, M. Humphrey & Co., Ltd.",Real Estate:,11 Alberta blk,
CALGARY,Hunt & Co.,Real Estate:,211 Underwood blk,
CALGARY,Huron & Bruce Inv. Co.,Real Estate:,8 Lineham blk,
CALGARY,Ide-McCarthy Land Co.,Land Companies:,,210 Grain Exch.
CALGARY,Imperial Land Co.,Land Companies:,,44 Lineham blk.
CALGARY,Ingram & O'Donnell,Real Estate:,,6 Victoria blk.
CALGARY,International Rlty. Co.,Real Estate:,,601 Grain Exch.
CALGARY,J. H. Jamieson,Real Estate:,,45 McDougall blk
CALGARY,"Joe, Ltd.",Real Estate:,,"12th & 1st st., W."
CALGARY,Johnston Bros.,Real Estate:,,6 McTavish blk.
CALGARY,H. M. Johnston & Co.,Real Estate:,,"231A, 8th ave., E."
CALGARY,Jones & Mehaffte,Real Estate:,,32 Lineham blk.
CALGARY,Keating & Duggan,Real Estate:,,1 Lineham blk.
CALGARY,H. Keays,Real Estate:,,"205 8th ave., W."
CALGARY,L. V. Kelly & Co.,Real Estate:,,57 McDougall blk.
CALGARY,Geo. E. Kennedy,Real Estate:,,"204 9th ave., W."
CALGARY,Kennedy & Alexander,Real Estate:,,"204 9th ave., W."
CALGARY,L. H. Kennerley & Co.,Real Estate:,Allan blk,
CALGARY,"I. K. Kerr, Jr.",Real Estate:,,306 L. & L. blk.
CALGARY,Kilbourn & Miller,Real Estate:,,40 Elma blk.
CALGARY,Robt. Lake & Co.,Real Estate:,,"540 17th ave., W."
CALGARY,A. Lamont & Co.,Real Estate:,,84 McDougall blk.
CALGARY,Land & General Inv. Co.,Land Companies:,,44 Elma blk.
CALGARY,Chas. E. Lane,Real Estate:,,"238 8th ave., E."
CALGARY,Fred Larson,Real Estate:,,"238 8th ave., E."
CALGARY,"Latimer, Botterill & Hill",Real Estate:,,813 Centre st.
CALGARY,Lavender & Curtis,Real Estate:,,"127A 8th ave., E."
CALGARY,W. G. Lawrie & Co.,Real Estate:,,15 Armstrong blk.
CALGARY,J. Laycock & Co.,Real Estate:,,"709 2d st., W."
CALGARY,J. K. Lee & Co.,Real Estate:,,"803 1st st., E."
CALGARY,Legg & Saunders,Real Estate:,,7 Lineham blk.
CALGARY,Lindner & Hill,Real Estate:,,7 Alexander cor.
CALGARY,Lindsay & Sclater,Real Estate:,,6 Elma blk.
CALGARY,C. S. Lott,Real Estate:,,Burns blk.
CALGARY,J. M. Lowndes,Real Estate:,,"124A 8th ave., E."
CALGARY,"W. A. Lowry Co., Ltd.",Real Estate:,,"807 1st st., E."
CALGARY,Lush & Shaw,Real Estate:,,"1320 9th ave., E."
CALGARY,Lyne & McCarthy,Real Estate:,,"709 1st st., E."
CALGARY,John Lyon,Real Estate:,,8 Norman blk.
CALGARY,A. J. McArthur,Real Estate:,,Crescent Heights
CALGARY,McCutcheon Bros.,Real Estate:,,"810 Sec. st., E."
CALGARY,McDonald & Stewart,Real Estate:,,"133A 8th ave., E."
CALGARY,McHattie & Evans,Real Estate:,,33 Elma blk.
CALGARY,D. McKillop & Co.,Real Estate:,,8 Bell blk.
CALGARY,McLachlan Realty Co.,Real Estate:,,
CALGARY,H. S. McLeod,Real Estate:,,4 Lineham blk.
CALGARY,Wm. E. McLeod,Real Estate:,,808 Centre st.
CALGARY,McLoskey & Tolson,Real Estate:,,25 Elma blk.
CALGARY,"McPhee, MacDonald & Fulton",Real Estate:,,31 Elma blk.
CALGARY,"Geo. P. MacAgy Rlty. Co., Ltd.",Real Estate:,,6 Cadogan blk.
CALGARY,MacCullough & McGillis Land Co.,Land Companies:,,815A Centre st.
CALGARY,MacKenzie & Co.,Real Estate:,,706 Centre st.
CALGARY,D. P. MacKinnon,Real Estate:,,208 Underwood blk.
CALGARY,MacLaren Bros.,Real Estate:,,"9th ave. & 1st st., W."
CALGARY,MacMahon & Helliwell,Real Estate:,,"218 8th ave., W."
CALGARY,MacPhee Agcy.,Real Estate:,,608 Grain Exch.
CALGARY,Machon Rlty. Co.,Real Estate:,,"137 7th ave., E."
CALGARY,Majestic Rlty. Co.,Real Estate:,,2 Armstrong blk.
CALGARY,Maple Leaf Rlty Co.,Real Estate:,,"1101 2d st., E."
CALGARY,F. W. Mapson & Co.,Real Estate:,,"811 1st st., E."
CALGARY,Maritime Rlty. Co.,Real Estate:,,32 Elma blk.
CALGARY,H. A. Marrs & Co.,Real Estate:,,46 Elma blk.
CALGARY,A. R. Martin,Real Estate:,,120 Moorleyville rd.
CALGARY,J. W. Martin,Real Estate:,,412 L. & L. blk.
CALGARY,Marwood & Dobson,Real Estate:,,18 McDougall blk.
CALGARY,R. W. Mayhew & Co.,Real Estate:,,"816 1st st., W."
CALGARY,Medicine Hat Inv. Co.,Land Companies:,,207 Underwood bldg.
CALGARY,"Metropolitan Sec. Co., Ltd.",Real Estate:,,601 L. & L. bldg.
CALGARY,A. F. H. Mills,Real Estate:,,41 McDougall blk
CALGARY,Mills-Lavis Agcy.,Real Estate:,,13 Alberta blk.
CALGARY,"Morfitt, Lang & Co.",Real Estate:,,"212 8th ave., E."
CALGARY,Morrow & Waters,Real Estate:,,14 Elma blk.
CALGARY,Norman Moss,Real Estate:,,8 Elma blk.
CALGARY,"Moxam Rlty. & Const. Co., Ltd.",Real Estate:,,4950 Elma blk.
CALGARY,Mundane Land Co.,Land Companies:,,600 L. & L. blk.
CALGARY,G. Murray,Real Estate:,,"215 8th ave., E."
CALGARY,"National Finance Co., Ltd.",Real Estate:,,1 Burns blk.
CALGARY,National Inv. Co.,Real Estate:,,51 Elma blk.
CALGARY,"National Land Co., Ltd.",Land Companies:,,"711 1st st., E."
CALGARY,N. B. Nelson & Co.,Real Estate:,,8 McTavish blk.
CALGARY,"Newcombe, Limited",Real Estate:,,"135A 8th ave., E."
CALGARY,Niblock & Tull,Real Estate:,,3 Hull blk.
CALGARY,P. A. Nicklin,Real Estate:,,"227 8th ave., E."
CALGARY,A. Nimmons,Real Estate:,,"17th ave. & 14th st., W."
CALGARY,W. J. Nolan,Real Estate:,,12 Graham blk.
CALGARY,Northfield & Raby,Real Estate:,,Blow blk.
CALGARY,Northwest R. E. Co.,Real Estate:,,"238 8th ave., E."
CALGARY,J. W. O'Brien,Real Estate:,,"705 1st st., E."
CALGARY,A. Oelschlager,Real Estate:,,12 Elma blk.
CALGARY,Ovans Bros. & Co.,Real Estate:,,8 Herald blk.
CALGARY,A. P. Patrick,Real Estate:,,L. & L. blk.
CALGARY,"Peters, Johnson & Co.",Real Estate:,,"1114B 1st st., W."
CALGARY,Pinkham & Macleod,Real Estate:,,"117A 8th ave., W."
CALGARY,W. F. Piper & Co.,Real Estate:,,"813 1st st., E."
CALGARY,Quick Sale Rlty. Co.,Real Estate:,,"209 8th ave., W."
CALGARY,W. F. Randall,Real Estate:,,4 Dom. blk.
CALGARY,"R. E. & Trust Co., Ltd.",Real Estate:,,6 B. N. A. bld.
CALGARY,J. E. Rice,Real Estate:,,"812 1st st, W."
CALGARY,C. W. Richardson & Co.,Real Estate:,,"7 Dom, blk."
CALGARY,W. Ridley,Real Estate:,,37 Lineham bldg.
CALGARY,Frank Riley,Real Estate:,,"218 8th ave., W."
CALGARY,Robertson & Foster,Real Estate:,,15 Mackie blk.
CALGARY,H. M. Rogers,Real Estate:,,"812A 2d st., E."
CALGARY,Rogers & Wright,Real Estate:,,"207 Underwood blk,"
CALGARY,Wm. Ross,Real Estate:,,Ross blk.
CALGARY,Royal Land Co.,Land Companies:,,"720 3d st., E."
CALGARY,Rymal & Bickford,Real Estate:,,Hillhurst
CALGARY,Sask.-Alta. Rlty. Co.,Real Estate:,,404 L. & L. blk.
CALGARY,Scott & Burton,Real Estate:,,"715 1st st., W."
CALGARY,"Scott & Hartronft, Ltd.",Real Estate:,,202 Gr. Exch.
CALGARY,Sharpe & Van Delinder,Real Estate:,,9 Alexander cor.
CALGARY,"Shaw, Davis & Prickett",Real Estate:,,"710 1st st., E."
CALGARY,A. Silverthorn,Real Estate:,,"209 8th ave., E."
CALGARY,Simmer & Co.,Real Estate:,,"221 8th ave., E."
CALGARY,Simmons & Lodge,Real Estate:,,Victoria blk.
CALGARY,W. A. Sinclair,Real Estate:,,"812 1st st., E."
CALGARY,Samuel A. Skead,Real Estate:,,"222A 8th ave., W."
CALGARY,"T. J. S. Skinner Co., Ltd.",Real Estate:,,"815A 1st st., E."
CALGARY,Harold E. Smith,Real Estate:,,2 Cadogan blk.
CALGARY,Hugh Smith,Real Estate:,,"130 8th ave., E."
CALGARY,Whiteleys,Real Estate:,,"114A 1st. st., W."
CALGARY,Robt. Wilkinson,Real Estate:,207 L. & L. blk,
CALGARY,Geo. E. Williams,Real Estate:,"1102 Blvd., N. E.",
CALGARY,C. J. Winn,Real Estate:,4 Thompson bldg.,
CALGARY,Wiftchen Bros.,Real Estate:,304A L. & L. blk.,
CALGARY,Wm. Wormald,Real Estate:,19 Cadogan blk.,
CALGARY,Wright & Arundel,Real Estate:,504 L. & L. blk.,
CAMROSE,Francois Adam,Real Estate:,,
CAMROSE,Alberta Loan & Inv. Co.,Real Estate:,,
CAMROSE,Farley & Twomey,Real Estate:,,
CAMROSE,N. N. Gullekson,Real Estate:,,
CAMROSE,E. P. Layton,Real Estate:,,
CAMROSE,O. B. Olson,Real Estate:,,
CAMROSE,"Shea, Cunningham & Downs",Real Estate:,,
CARBON,James D. Baird,Real Estate:,,
CARBON,Carbon Realty Co.,Real Estate:,,
CARDSTON,"THE CARD HARRIS LAND CO., Ltd.",Land Companies:,,
CARDSTON,Alta Railway & Irrigation Co.,Land Companies:,,
CARDSTON,E. N. Barker,Land Companies:,,
CARDSTON,D. S. Beach,Land Companies:,,
CARDSTON,Cardston Realty Co.,Land Companies:,,
CARDSTON,Cardston Loan Co.,Land Companies:,,
CARDSTON,W. S. Johnson,Land Companies:,,
CARDSTON,"Oquawaka Inv. & Dev. Co., Ltd.",Land Companies:,,
CARDSTON,Pilling Realty Co.,Land Companies:,,
CARLSTADT,Chas. England,Land Companies:,,
CARLSTADT,England & England,Land Companies:,,
CARMANGAY,EQUITY TRUST & LOAN CO.,Land Companies:,,
CARMANGAY,Green & Taylor,Land Companies:,,
CARMANGAY,G. D. Shouldice & Son,Land Companies:,,
CARSTAIRS,Hays Bros.,Land Companies:,,
CARSTAIRS,Simon Downie & Sons,Land Companies:,,
CARSTAIRS,C. W. Moore,Land Companies:,,
CASTOR,GEHRKE & CO.,Land Companies:,,
CASTOR,R. M. Mercer,Land Companies:,,
CASTOR,Pierre de Saucy,Land Companies:,,
CASTOR,Turner & Smith,Land Companies:,,
CASTOR,J. N. Warnock,Land Companies:,,
CHAMPION,EQUITY TRUST & LOAN CO.,Land Companies:,,
CHAMPION,Adams & Sons,Land Companies:,,
CHAMPION,"W. A. Cormichael, Abst.",Land Companies:,,
CLARESHOLM,Amundson & North,Land Companies:,,
CLARESHOLM,Claresholm R. Co.,Land Companies:,,
CLARESHOLM,S. L. Fraser,Land Companies:,,
CLARESHOLM,E. W. Frost,Land Companies:,,
CLARESHOLM,C. W. James,Land Companies:,,
CLARESHOLM,Milnes & Noble,Land Companies:,,
CLARESHOLM,J. R. Watt,Land Companies:,,
CROSSFIELD,Dakota-Alberta Land Co.,Land Companies:,,
CROSSFIELD,Hullgren & Davie,Land Companies:,,
CROSSFIELD,J. S. Martin,Land Companies:,,
CROSSFIELD,Geo. Marton,Land Companies:,,
DAYSLAND,W. D. WELLES,Land Companies:,,
DAYSLAND,E. W. Day,Land Companies:,,
DAYSLAND,O. J. Mosier,Land Companies:,,
DAYSLAND,J. H. Schade,Land Companies:,,
DELIA,CARTER BROS.,Land Companies:,,
DIDSBURY,J. N. PATON,Land Companies:,,
DIDSBURY,Gaddes & Findlay,Land Companies:,,
DIDSBURY,H. S. Patterson,Land Companies:,,
DIDSBURY,C. L. Peterson,Land Companies:,,
DIDSBURY,Reed Bros.,Land Companies:,,
DIDSBURY,Geo. Sexsmith,Land Companies:,,
DIDSBURY,Geo. Sheline,Land Companies:,,
DIDSBURY,Stauffer & Findlay,Land Companies:,,
DRUMHELLER,THOS. P. GREENTREE,Land Companies:,,
EDMONTON,Fulmer Covert,Real Estate:,,
EDMONTON,Harkness Coy,Real Estate:,,
EDMONTON,Fitzsimmons & Lawrence,Real Estate:,,
EDMONTON,Griggs & Andrews,Real Estate:,,
EDMONTON,J. H. Lloyd & Son,Real Estate:,,
EDMONTON,C. W. MacInnes,Real Estate:,,
EDMONTON,GARIEPY & GIROUX,Attorney:,Gariepy blk.,
EDMONTON,"ALBERTA DEVELOPMENT CORPORATION, Ltd.",Real Estate:,,635 First st.
EDMONTON,"ALLIANCE SECURITIES, LTD.",Real Estate:,,297 Jasper ave.
EDMONTON,R. J. FERGUSON,Real Estate:,,635 First st.
EDMONTON,CLIFFORD C. MITCHELL,Real Estate:,502 Tegler bldg.,
EDMONTON,A. QUIGLEY,Real Estate:,,228 Whyte ave.
EDMONTON,J. G. TIPTON & SONS,Real Estate:,,
EDMONTON,Alberta Agencies,Real Estate:,McDougall blk.,
EDMONTON,"Alberta Investments, Ltd.",Real Estate:,118 McDougall ave.,
EDMONTON,Alberta Loan & Inv. Co.,Real Estate:,,
EDMONTON,L. Arsemault & Co.,Real Estate:,,
EDMONTON,Athabasca Land Co.,Real Estate:,,648 1st st.
EDMONTON,Auld & Macfie,Real Estate:,,640 1st st.
EDMONTON,Barnes & Moore,Real Estate:,,"132 Jasper, W."
EDMONTON,B. F. Blackburn,Real Estate:,,"28 Jasper, E."
EDMONTON,Arthur Bloomer,Real Estate:,,"115 Jasper ave., W."
EDMONTON,U. S. Bolster,Real Estate:,,"118 Jasper, E."
EDMONTON,H. B. Boyes & Co.,Real Estate:,,"110 Jasper, W."
EDMONTON,Geo. T. Bragg,Real Estate:,,"121 Jasper, W."
EDMONTON,Canada Permant. Mortgage Corp.,Real Estate:,Imperial Bk bldg.,
EDMONTON,"Canadian Inv. Co., Ltd.",Real Estate:,,Jasper ave.
EDMONTON,Candy & Co.,Real Estate:,,"510 Jasper, E."
EDMONTON,J. P. Clinton,Real Estate:,,"612 1st st., N."
EDMONTON,Consolidated Land & Machinery Co.,Real Estate:,Moser-Ryder bldg.,
EDMONTON,"Crafts, Lee & Gallingers",Real Estate:,,"236 Jasper, E."
EDMONTON,J. C. Dickson,Real Estate:,,"118 Jasper, E."
EDMONTON,Dickson & Freeman,Real Estate:,,"209 Jasper, E."
EDMONTON,Edmonton Inv. Co.,Real Estate:,,649 1st st.
EDMONTON,"Edmonton Locaters, Ltd.",Real Estate:,,
EDMONTON,"Edmonton Securities Co., Ltd.",Real Estate:,,758 1st st.
EDMONTON,M. J. Fitzgerald,Real Estate:,,1162 1st st.
EDMONTON,Fitzsimons & Edwards,Real Estate:,,
EDMONTON,Fort George & Fraser Valley Land Co.,Real Estate:,,790 1st st.
EDMONTON,Foster Rlty. Co.,Real Estate:,,
EDMONTON,R. N. Frith & Co.,Real Estate:,,
EDMONTON,Gillespie & Hewgill,Real Estate:,,"57 Jasper ave., W."
EDMONTON,Allan R. Gillies,Real Estate:,,610 2nd st.
EDMONTON,D. J. Gilmurray,Real Estate:,,"40 Jasper, E."
EDMONTON,Great West Land Co.,Real Estate:,,"43 Jasper, E."
EDMONTON,Grierson & Irvine,Real Estate:,,49 Fraser
EDMONTON,Hager & Richardson,Real Estate:,,"39 Jasper, E."
EDMONTON,"Haggerty & Hall, Ltd.",Real Estate:,,797 1st st.
EDMONTON,F. G. Haldane,Real Estate:,,"356 Jasper, E."
EDMONTON,"Harman, Scott & Co.",Real Estate:,,
EDMONTON,"International Finance Co., Ltd.",Real Estate:,,
EDMONTON,St. Geo. Jellett,Real Estate:,,"344 Jas., E."
EDMONTON,W. D. Jones & Son,Real Estate:,,"865 1st st., N."
EDMONTON,Kilgour & Little,Real Estate:,,"119 Jasper, W."
EDMONTON,Killen & Gilbert,Real Estate:,,546 First st.
EDMONTON,C. J. Kirk,Real Estate:,Windsor blk.,
EDMONTON,Land Titles Office,Real Estate:,,Victoria ave.
EDMONTON,Lane & Scarth,Real Estate:,,"42 Jasper, W."
EDMONTON,Larue & Picard,Real Estate:,,"248 Jasper, E."
EDMONTON,Lowe & Carpenter,Real Estate:,,"131 Jasper, W."
EDMONTON,F. C. Lowes & Co.,Real Estate:,,"28 Jasper, E."
EDMONTON,Lundy-McLeod Co.,Real Estate:,Garrieny blk.,
EDMONTON,McEachern Bros.,Real Estate:,,"324 Jasper, E."
EDMONTON,McGeorge & Chauvin,Real Estate:,,"113 Jasper, E."
EDMONTON,J. R. McIntosh,Real Estate:,,"24 Jasper, W."
EDMONTON,"McMannus Bros, & Prothero",Real Estate:,,"114 Jas., W."
EDMONTON,"McNamara, Ltd.",Real Estate:,,
EDMONTON,Magrath-Hart Co.,Real Estate:,,"44 Jasper, E."
EDMONTON,Jno. M. Maguire,Real Estate:,,"293 Jasper, Е."
EDMONTON,H. Milton Martin,Real Estate:,,"24 Jasper, E."
MAYNOOTH,Dan Smith,Real Estate:,,
MAYNOOTH,Geo. E. Weaver,Real Estate:,,
MAYNOOTH,E. A. Woottor,Real Estate:,,
MEAFORD,W. F. C. Arlidge,Real Estate:,,
MEAFORD,Homer Reid,Real Estate:,,
MERLIN,E. W. Neal,Real Estate:,,
MERRITTON,Geo. S. Wilson,Real Estate:,,
MIDLAND,A. W. Bell & Coy,Real Estate:,,
MIDLAND,W. H. Duncan,Real Estate:,,
MIDLAND,W. Finlayson,Real Estate:,,
MIDLAND,Hector & McLean,Real Estate:,,
MIDLAND,Jno. Leatherby,Real Estate:,,
