City,Company Name or Owners's Name,Company Type,building,address,full_address,Lat,Lon
CALGARY,"Foncier Rlty. & Inv. Co.,",Land Companies:,,3 Cameron blk.,"3 Cameron blk., Calgary, Alberta, Canada",,
CALGARY,"H. A. Ford,",Land Companies:,,36 Elma blk.,"36 Elma blk., Calgary, Alberta, Canada",,
CALGARY,"Fort George & Fraser Valley Land Co.,",Land Companies:,,"230 8th ave., W.","230 8th ave., W., Calgary, Alberta, Canada",,
CALGARY,"Foster Rlty. Co.,",Land Companies:,,18 Cadogan blk.,"18 Cadogan blk., Calgary, Alberta, Canada",,
CALGARY,"Franks & Co.,",Land Companies:,,"38 Lineham blk,","38 Lineham blk,, Calgary, Alberta, Canada",,
CALGARY,"E. C. Freeze,",Land Companies:,,"710A 1st st., E.","710A 1st st., E., Calgary, Alberta, Canada",,
CALGARY,"Fulton & Brocklebank,",Land Companies:,,"1224 9th ave., E.","1224 9th ave., E., Calgary, Alberta, Canada",,
CALGARY,"Johns-Gaddes Co., Ltd.,",Land Companies:,,820 Centre st.,"820 Centre st., Calgary, Alberta, Canada",,
CALGARY,"Garrett, Limited,",Land Companies:,,under Royal Bank,"under Royal Bank, Calgary, Alberta, Canada",,
CALGARY,"Gaunce & Ross,",Land Companies:,,"203A 12th ave., W.","203A 12th ave., W., Calgary, Alberta, Canada",,
CALGARY,"Gedd & Sheffield,",Land Companies:,,"707 1st st., E.","707 1st st., E., Calgary, Alberta, Canada",,
CALGARY,"German-American Col. Co., Ltd.,",Land Companies:,,"118 9th ave., W.","118 9th ave., W., Calgary, Alberta, Canada",,
CALGARY,"J. T. Gibson,",Land Companies:,,301 L. & L. bldg.,"301 L. & L. bldg., Calgary, Alberta, Canada",,
CALGARY,"Gilbert & Ross,",Land Companies:,,1 Blow blk.,"1 Blow blk., Calgary, Alberta, Canada",,
CALGARY,"Glode Land Co.,",Land Companies:,,207 Grain Exch.,"207 Grain Exch., Calgary, Alberta, Canada",,
CALGARY,"Golden West Land & Bldg. Co., Ltd.,",Land Companies:,,204 Grain Exch.,"204 Grain Exch., Calgary, Alberta, Canada",,
CALGARY,"Graham-Hamilton-Campbell, Ltd.,",Land Companies:,,713 Centre st.,"713 Centre st., Calgary, Alberta, Canada",,
CALGARY,"Grand Trunk Pacific Townsite Agents,",Land Companies:,,"807 1st st., E.","807 1st st., E., Calgary, Alberta, Canada",,
CALGARY,"Gravely & O'Neil,",Land Companies:,,B. B. N. A. bldg.,"B. B. N. A. bldg., Calgary, Alberta, Canada",,
CALGARY,"Grazley & Fullerton,",Land Companies:,,3 Wright blk.,"3 Wright blk., Calgary, Alberta, Canada",,
CALGARY,"Great Northern Land Co.,",Land Companies:,,815A Centre,"815A Centre, Calgary, Alberta, Canada",,
CALGARY,"Great West Inv. Co.,",Land Companies:,,18 Elma blk.,"18 Elma blk., Calgary, Alberta, Canada",,
CALGARY,"Great West Land Co.,",Land Companies:,,39 Elma blk.,"39 Elma blk., Calgary, Alberta, Canada",,
CALGARY,"GREAT WEST PERMANENT LOAN CO.,",Land Companies:,,Burns blk.,"Burns blk., Calgary, Alberta, Canada",,
CALGARY,"Gregg & Findlay,",Land Companies:,,706A Centre st.,"706A Centre st., Calgary, Alberta, Canada",,
CALGARY,"Gundy, Gundy & Finch, Ltd.,",Land Companies:,,213 Grain Exch.,"213 Grain Exch., Calgary, Alberta, Canada",,
CALGARY,"Cecil A. Hadfield,",Land Companies:,,"708 1st st., E.","708 1st st., E., Calgary, Alberta, Canada",,
CALGARY,"Hall Bros.,",Land Companies:,,204 L. & L. blk.,"204 L. & L. blk., Calgary, Alberta, Canada",,
CALGARY,"Hamilton & McHardy,",Land Companies:,,Centre st. & 9th,"Centre st. & 9th, Calgary, Alberta, Canada",,
CALGARY,Henderson Land Co.,Land Companies:,,"814 1st st., W.","814 1st st., W., Calgary, Alberta, Canada",,
CALGARY,"Herr, Barcley & Perkins",Land Companies:,8 Wright blk,,"8 Wright blk, Calgary, Alberta, Canada",,
CALGARY,Dr. W. A. Hicks Inv. Co.,Land Companies:,,207 8th av. W.,"207 8th av. W., Calgary, Alberta, Canada",,
CALGARY,James I. Hill,Real Estate:,15 Blow blk,,"15 Blow blk, Calgary, Alberta, Canada",,
CALGARY,Ansel H. Holdsworth,Real Estate:,Elma blk,,"Elma blk, Calgary, Alberta, Canada",,
CALGARY,Home Realty Co.,Real Estate:,,"227A 8th ave., E.","227A 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,H. A. Horstman,Real Estate:,,"236 9th ave., E.","236 9th ave., E., Calgary, Alberta, Canada",,
CALGARY,Hossell & Finch,Real Estate:,406 L. & L. blk,,"406 L. & L. blk, Calgary, Alberta, Canada",,
CALGARY,"Jno, M. Humphrey & Co., Ltd.",Real Estate:,11 Alberta blk,,"11 Alberta blk, Calgary, Alberta, Canada",,
CALGARY,Hunt & Co.,Real Estate:,211 Underwood blk,,"211 Underwood blk, Calgary, Alberta, Canada",,
CALGARY,Huron & Bruce Inv. Co.,Real Estate:,8 Lineham blk,,"8 Lineham blk, Calgary, Alberta, Canada",,
CALGARY,Ide-McCarthy Land Co.,Land Companies:,,210 Grain Exch.,"210 Grain Exch., Calgary, Alberta, Canada",,
CALGARY,Imperial Land Co.,Land Companies:,,44 Lineham blk.,"44 Lineham blk., Calgary, Alberta, Canada",,
CALGARY,Ingram & O'Donnell,Real Estate:,,6 Victoria blk.,"6 Victoria blk., Calgary, Alberta, Canada",,
CALGARY,International Rlty. Co.,Real Estate:,,601 Grain Exch.,"601 Grain Exch., Calgary, Alberta, Canada",,
CALGARY,J. H. Jamieson,Real Estate:,,45 McDougall blk,"45 McDougall blk, Calgary, Alberta, Canada",,
CALGARY,"Joe, Ltd.",Real Estate:,,"12th & 1st st., W.","12th & 1st st., W., Calgary, Alberta, Canada",,
CALGARY,Johnston Bros.,Real Estate:,,6 McTavish blk.,"6 McTavish blk., Calgary, Alberta, Canada",,
CALGARY,H. M. Johnston & Co.,Real Estate:,,"231A, 8th ave., E.","231A, 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,Jones & Mehaffte,Real Estate:,,32 Lineham blk.,"32 Lineham blk., Calgary, Alberta, Canada",,
CALGARY,Keating & Duggan,Real Estate:,,1 Lineham blk.,"1 Lineham blk., Calgary, Alberta, Canada",,
CALGARY,H. Keays,Real Estate:,,"205 8th ave., W.","205 8th ave., W., Calgary, Alberta, Canada",,
CALGARY,L. V. Kelly & Co.,Real Estate:,,57 McDougall blk.,"57 McDougall blk., Calgary, Alberta, Canada",,
CALGARY,Geo. E. Kennedy,Real Estate:,,"204 9th ave., W.","204 9th ave., W., Calgary, Alberta, Canada",,
CALGARY,Kennedy & Alexander,Real Estate:,,"204 9th ave., W.","204 9th ave., W., Calgary, Alberta, Canada",,
CALGARY,L. H. Kennerley & Co.,Real Estate:,Allan blk,,"Allan blk, Calgary, Alberta, Canada",,
CALGARY,"I. K. Kerr, Jr.",Real Estate:,,306 L. & L. blk.,"306 L. & L. blk., Calgary, Alberta, Canada",,
CALGARY,Kilbourn & Miller,Real Estate:,,40 Elma blk.,"40 Elma blk., Calgary, Alberta, Canada",,
CALGARY,Robt. Lake & Co.,Real Estate:,,"540 17th ave., W.","540 17th ave., W., Calgary, Alberta, Canada",,
CALGARY,A. Lamont & Co.,Real Estate:,,84 McDougall blk.,"84 McDougall blk., Calgary, Alberta, Canada",,
CALGARY,Land & General Inv. Co.,Land Companies:,,44 Elma blk.,"44 Elma blk., Calgary, Alberta, Canada",,
CALGARY,Chas. E. Lane,Real Estate:,,"238 8th ave., E.","238 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,Fred Larson,Real Estate:,,"238 8th ave., E.","238 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,"Latimer, Botterill & Hill",Real Estate:,,813 Centre st.,"813 Centre st., Calgary, Alberta, Canada",,
CALGARY,Lavender & Curtis,Real Estate:,,"127A 8th ave., E.","127A 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,W. G. Lawrie & Co.,Real Estate:,,15 Armstrong blk.,"15 Armstrong blk., Calgary, Alberta, Canada",,
CALGARY,J. Laycock & Co.,Real Estate:,,"709 2d st., W.","709 2d st., W., Calgary, Alberta, Canada",,
CALGARY,J. K. Lee & Co.,Real Estate:,,"803 1st st., E.","803 1st st., E., Calgary, Alberta, Canada",,
CALGARY,Legg & Saunders,Real Estate:,,7 Lineham blk.,"7 Lineham blk., Calgary, Alberta, Canada",,
CALGARY,Lindner & Hill,Real Estate:,,7 Alexander cor.,"7 Alexander cor., Calgary, Alberta, Canada",,
CALGARY,Lindsay & Sclater,Real Estate:,,6 Elma blk.,"6 Elma blk., Calgary, Alberta, Canada",,
CALGARY,C. S. Lott,Real Estate:,,Burns blk.,"Burns blk., Calgary, Alberta, Canada",,
CALGARY,J. M. Lowndes,Real Estate:,,"124A 8th ave., E.","124A 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,"W. A. Lowry Co., Ltd.",Real Estate:,,"807 1st st., E.","807 1st st., E., Calgary, Alberta, Canada",,
CALGARY,Lush & Shaw,Real Estate:,,"1320 9th ave., E.","1320 9th ave., E., Calgary, Alberta, Canada",,
CALGARY,Lyne & McCarthy,Real Estate:,,"709 1st st., E.","709 1st st., E., Calgary, Alberta, Canada",,
CALGARY,John Lyon,Real Estate:,,8 Norman blk.,"8 Norman blk., Calgary, Alberta, Canada",,
CALGARY,A. J. McArthur,Real Estate:,,Crescent Heights,"Crescent Heights, Calgary, Alberta, Canada",51.0596864,-114.0608864
CALGARY,McCutcheon Bros.,Real Estate:,,"810 Sec. st., E.","810 Sec. st., E., Calgary, Alberta, Canada",,
CALGARY,McDonald & Stewart,Real Estate:,,"133A 8th ave., E.","133A 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,McHattie & Evans,Real Estate:,,33 Elma blk.,"33 Elma blk., Calgary, Alberta, Canada",,
CALGARY,D. McKillop & Co.,Real Estate:,,8 Bell blk.,"8 Bell blk., Calgary, Alberta, Canada",,
CALGARY,McLachlan Realty Co.,Real Estate:,,,,,
CALGARY,H. S. McLeod,Real Estate:,,4 Lineham blk.,"4 Lineham blk., Calgary, Alberta, Canada",,
CALGARY,Wm. E. McLeod,Real Estate:,,808 Centre st.,"808 Centre st., Calgary, Alberta, Canada",,
CALGARY,McLoskey & Tolson,Real Estate:,,25 Elma blk.,"25 Elma blk., Calgary, Alberta, Canada",,
CALGARY,"McPhee, MacDonald & Fulton",Real Estate:,,31 Elma blk.,"31 Elma blk., Calgary, Alberta, Canada",,
CALGARY,"Geo. P. MacAgy Rlty. Co., Ltd.",Real Estate:,,6 Cadogan blk.,"6 Cadogan blk., Calgary, Alberta, Canada",,
CALGARY,MacCullough & McGillis Land Co.,Land Companies:,,815A Centre st.,"815A Centre st., Calgary, Alberta, Canada",,
CALGARY,MacKenzie & Co.,Real Estate:,,706 Centre st.,"706 Centre st., Calgary, Alberta, Canada",,
CALGARY,D. P. MacKinnon,Real Estate:,,208 Underwood blk.,"208 Underwood blk., Calgary, Alberta, Canada",,
CALGARY,MacLaren Bros.,Real Estate:,,"9th ave. & 1st st., W.","9th ave. & 1st st., W., Calgary, Alberta, Canada",,
CALGARY,MacMahon & Helliwell,Real Estate:,,"218 8th ave., W.","218 8th ave., W., Calgary, Alberta, Canada",,
CALGARY,MacPhee Agcy.,Real Estate:,,608 Grain Exch.,"608 Grain Exch., Calgary, Alberta, Canada",,
CALGARY,Machon Rlty. Co.,Real Estate:,,"137 7th ave., E.","137 7th ave., E., Calgary, Alberta, Canada",,
CALGARY,Majestic Rlty. Co.,Real Estate:,,2 Armstrong blk.,"2 Armstrong blk., Calgary, Alberta, Canada",,
CALGARY,Maple Leaf Rlty Co.,Real Estate:,,"1101 2d st., E.","1101 2d st., E., Calgary, Alberta, Canada",,
CALGARY,F. W. Mapson & Co.,Real Estate:,,"811 1st st., E.","811 1st st., E., Calgary, Alberta, Canada",,
CALGARY,Maritime Rlty. Co.,Real Estate:,,32 Elma blk.,"32 Elma blk., Calgary, Alberta, Canada",,
CALGARY,H. A. Marrs & Co.,Real Estate:,,46 Elma blk.,"46 Elma blk., Calgary, Alberta, Canada",,
CALGARY,A. R. Martin,Real Estate:,,120 Moorleyville rd.,"120 Moorleyville rd., Calgary, Alberta, Canada",,
CALGARY,J. W. Martin,Real Estate:,,412 L. & L. blk.,"412 L. & L. blk., Calgary, Alberta, Canada",,
CALGARY,Marwood & Dobson,Real Estate:,,18 McDougall blk.,"18 McDougall blk., Calgary, Alberta, Canada",,
CALGARY,R. W. Mayhew & Co.,Real Estate:,,"816 1st st., W.","816 1st st., W., Calgary, Alberta, Canada",,
CALGARY,Medicine Hat Inv. Co.,Land Companies:,,207 Underwood bldg.,"207 Underwood bldg., Calgary, Alberta, Canada",,
CALGARY,"Metropolitan Sec. Co., Ltd.",Real Estate:,,601 L. & L. bldg.,"601 L. & L. bldg., Calgary, Alberta, Canada",,
CALGARY,A. F. H. Mills,Real Estate:,,41 McDougall blk,"41 McDougall blk, Calgary, Alberta, Canada",,
CALGARY,Mills-Lavis Agcy.,Real Estate:,,13 Alberta blk.,"13 Alberta blk., Calgary, Alberta, Canada",,
CALGARY,"Morfitt, Lang & Co.",Real Estate:,,"212 8th ave., E.","212 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,Morrow & Waters,Real Estate:,,14 Elma blk.,"14 Elma blk., Calgary, Alberta, Canada",,
CALGARY,Norman Moss,Real Estate:,,8 Elma blk.,"8 Elma blk., Calgary, Alberta, Canada",,
CALGARY,"Moxam Rlty. & Const. Co., Ltd.",Real Estate:,,4950 Elma blk.,"4950 Elma blk., Calgary, Alberta, Canada",,
CALGARY,Mundane Land Co.,Land Companies:,,600 L. & L. blk.,"600 L. & L. blk., Calgary, Alberta, Canada",,
CALGARY,G. Murray,Real Estate:,,"215 8th ave., E.","215 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,"National Finance Co., Ltd.",Real Estate:,,1 Burns blk.,"1 Burns blk., Calgary, Alberta, Canada",,
CALGARY,National Inv. Co.,Real Estate:,,51 Elma blk.,"51 Elma blk., Calgary, Alberta, Canada",,
CALGARY,"National Land Co., Ltd.",Land Companies:,,"711 1st st., E.","711 1st st., E., Calgary, Alberta, Canada",,
CALGARY,N. B. Nelson & Co.,Real Estate:,,8 McTavish blk.,"8 McTavish blk., Calgary, Alberta, Canada",,
CALGARY,"Newcombe, Limited",Real Estate:,,"135A 8th ave., E.","135A 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,Niblock & Tull,Real Estate:,,3 Hull blk.,"3 Hull blk., Calgary, Alberta, Canada",,
CALGARY,P. A. Nicklin,Real Estate:,,"227 8th ave., E.","227 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,A. Nimmons,Real Estate:,,"17th ave. & 14th st., W.","17th ave. & 14th st., W., Calgary, Alberta, Canada",,
CALGARY,W. J. Nolan,Real Estate:,,12 Graham blk.,"12 Graham blk., Calgary, Alberta, Canada",,
CALGARY,Northfield & Raby,Real Estate:,,Blow blk.,"Blow blk., Calgary, Alberta, Canada",51.0410983,-114.0334287
CALGARY,Northwest R. E. Co.,Real Estate:,,"238 8th ave., E.","238 8th ave., E., Calgary, Alberta, Canada",,
CALGARY,J. W. O'Brien,Real Estate:,,"705 1st st., E.","705 1st st., E., Calgary, Alberta, Canada",,
