City,Company Name or Owners's Name,Company Type,building,address,full_address,Lat,Lon
VICTORIA,E. F. Hill & Co.,Real Estate:,16 Mahon blk.,,"16 Mahon blk., Victoria, British Columbia, Canada",,
VICTORIA,Holt's R. E. & Transfer Co.,Real Estate:,,1303 Broad,"1303 Broad, Victoria, British Columbia, Canada",,
VICTORIA,"Howell, Payne & Co.",Real Estate:,,1219 Langley,"1219 Langley, Victoria, British Columbia, Canada",48.4258303,-123.368457
VICTORIA,Mitchell Innes,Real Estate:,3 & 4 Green blk.,,"3 & 4 Green blk., Victoria, British Columbia, Canada",,
VICTORIA,Island Inv. Co.,Real Estate:,548 Bastion,,"548 Bastion, Victoria, British Columbia, Canada",48.4257282,-123.3683829
VICTORIA,Jalland Bros.,Real Estate:,,622 Johnson,"622 Johnson, Victoria, British Columbia, Canada",,
VICTORIA,E. M. Johnson,Real Estate:,,616 Broughton,"616 Broughton, Victoria, British Columbia, Canada",48.4236501,-123.3641325
VICTORIA,"A. W. Jones, Ltd.",Real Estate:,,1012 Broad,"1012 Broad, Victoria, British Columbia, Canada",,
VICTORIA,Fred Leaver,Real Estate:,,738 Fort st.,"738 Fort st., Victoria, British Columbia, Canada",48.4245996,-123.3640985
VICTORIA,Lee & Fraser,Real Estate:,,1222 Broad st.,"1222 Broad st., Victoria, British Columbia, Canada",48.4260108,-123.3665089
VICTORIA,"Leeming Bros., Ltd.",Real Estate:,,524 Fort,"524 Fort, Victoria, British Columbia, Canada",,
VICTORIA,G. S. Leighton,Real Estate:,,725 Fort,"725 Fort, Victoria, British Columbia, Canada",,
VICTORIA,"LeSeuer, Hill & Co., Ltd.",Real Estate:,McCallum blk.,,"McCallum blk., Victoria, British Columbia, Canada",,
VICTORIA,Herb. S. Lott & Co.,Real Estate:,,119 Pemberton blk.,"119 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,A. MacKenzie,Real Estate:,,16 Green blk.,"16 Green blk., Victoria, British Columbia, Canada",,
VICTORIA,Macmillian & Olephant,Real Estate:,,Hastings &,"Hastings &, Victoria, British Columbia, Canada",,
VICTORIA,T. P. McConnell,Real Estate:,404 Pemberton blk.,,"404 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,J. McGregor,Real Estate:,,1107 Langly St. S.,"1107 Langly St. S., Victoria, British Columbia, Canada",,
VICTORIA,Capt. D. McIntosh,Real Estate:,12 Mahon bldg.,,"12 Mahon bldg., Victoria, British Columbia, Canada",,
VICTORIA,McKenzie & Russell,Real Estate:,,417 Pemberton blk.,"417 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,McPherson & Fullerton Bros.,Real Estate:,,Trounce ave.,"Trounce ave., Victoria, British Columbia, Canada",,
VICTORIA,H. E. Maddock,Real Estate:,209 Pemberton bldg.,,"209 Pemberton bldg., Victoria, British Columbia, Canada",,
VICTORIA,Marriott & Fellows,Real Estate:,,1212 Douglas,"1212 Douglas, Victoria, British Columbia, Canada",,
VICTORIA,S. & H. Martin,Real Estate:,210 Pemberton blk.,,"210 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,F. E. Mitchell & Co.,Real Estate:,,1214 Government,"1214 Government, Victoria, British Columbia, Canada",,
VICTORIA,Mitchell & Greenwood,Real Estate:,,575 Yates,"575 Yates, Victoria, British Columbia, Canada",48.4244082,-123.3448742
VICTORIA,Monk & Monteith,Real Estate:,,639 Fort,"639 Fort, Victoria, British Columbia, Canada",,
VICTORIA,Moore & Johnston,Real Estate:,,632 Yates st.,"632 Yates st., Victoria, British Columbia, Canada",48.4265393,-123.3660337
VICTORIA,Jas. R. Motion,Real Estate:,,,,,
VICTORIA,C. B. Munro,Real Estate:,,1414 Douglas,"1414 Douglas, Victoria, British Columbia, Canada",,
VICTORIA,J. S. Murray,Real Estate:,403 Pemberton blk.,,"403 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,National Realty Co.,Real Estate:,,1232 Government,"1232 Government, Victoria, British Columbia, Canada",,
VICTORIA,Nechaco Valley Land Co.,Real Estate:,,"Ltd., 620","Ltd., 620, Victoria, British Columbia, Canada",,
VICTORIA,Broughton,Real Estate:,,,,,
VICTORIA,Northwest R. E. Co.,Real Estate:,,706 Yates,"706 Yates, Victoria, British Columbia, Canada",48.4264224,-123.364358
VICTORIA,P. E. Nyland,Real Estate:,McGregor blk.,,"McGregor blk., Victoria, British Columbia, Canada",,
VICTORIA,Oak Bay Realty Co.,Real Estate:,,2056 Oak Bay ave.,"2056 Oak Bay ave., Victoria, British Columbia, Canada",48.4264788,-123.3330384
VICTORIA,Patterson & Wise,Real Estate:,109 Pemberton blk.,,"109 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,C. C. Pemberton & P. R. Blaikie,Real Estate:,,707½,"707½, Victoria, British Columbia, Canada",48.4283182,-123.364953
VICTORIA,Yates,Real Estate:,,,,,
VICTORIA,W. E. Pidcock,Real Estate:,131 Pemberton blk.,,"131 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,Plummer & Rideout,Real Estate:,118 Pemberton blk.,,"118 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,F. G. Porteous,Real Estate:,,710 Yates,"710 Yates, Victoria, British Columbia, Canada",48.4263632,-123.3643788
VICTORIA,A. G. Howard Potts,Real Estate:,112 Pemberton bld.,,"112 Pemberton bld., Victoria, British Columbia, Canada",,
VICTORIA,R. B. Punnett,Real Estate:,10 Mahon blk.,,"10 Mahon blk., Victoria, British Columbia, Canada",,
VICTORIA,Provincial Lands Dept.,Real Estate:,,,,,
VICTORIA,Queen City Realty,Real Estate:,,1413 Douglas,"1413 Douglas, Victoria, British Columbia, Canada",,
VICTORIA,Thos. Redding,Real Estate:,,816 Catherine,"816 Catherine, Victoria, British Columbia, Canada",,
VICTORIA,Ritchie & Gusty,Real Estate:,,1304 Douglas,"1304 Douglas, Victoria, British Columbia, Canada",,
VICTORIA,"Rogers & Co., Ltd.",Real Estate:,Times bldg.,,"Times bldg., Victoria, British Columbia, Canada",,
VICTORIA,E. B. L. Rogerson,Real Estate:,,622 Johnson,"622 Johnson, Victoria, British Columbia, Canada",,
VICTORIA,Royal Realty Co.,Real Estate:,,1216 Broad st.,"1216 Broad st., Victoria, British Columbia, Canada",48.4259901,-123.3665141
VICTORIA,Russell & Gregg,Real Estate:,207 Pemberton blk.,,"207 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,Ryan & Lang,Real Estate:,,1007 Government,"1007 Government, Victoria, British Columbia, Canada",,
VICTORIA,Scottish Realty Co.,Real Estate:,,707½ Yates st.,"707½ Yates st., Victoria, British Columbia, Canada",48.4244082,-123.3448742
VICTORIA,Shaw R. E. Co.,Real Estate:,302 Pemberton blk.,,"302 Pemberton blk., Victoria, British Columbia, Canada",,
VICTORIA,A. R. Sherwood,Real Estate:,,1236 Government st.,"1236 Government st., Victoria, British Columbia, Canada",48.4260635,-123.3677328
VICTORIA,"Stewart Land Co., Ltd.",Real Estate:,101 Pembert'n blk,,"101 Pembert'n blk, Victoria, British Columbia, Canada",,
VICTORIA,"Stuart, Morrison & Reeves",Real Estate:,,Fort &,"Fort &, Victoria, British Columbia, Canada",,
VICTORIA,Douglas,Real Estate:,,,,,
VICTORIA,Swinerton & Musgrave,Real Estate:,,1206 Government,"1206 Government, Victoria, British Columbia, Canada",,
VICTORIA,A. Toller & Co.,Real Estate:,Imp. Bk. Cham.,,"Imp. Bk. Cham., Victoria, British Columbia, Canada",,
VICTORIA,"Tracksell, Anderson & Co.",Real Estate:,,1210 Broad,"1210 Broad, Victoria, British Columbia, Canada",,
VICTORIA,John A. Turner,Real Estate:,201 Times bldg.,,"201 Times bldg., Victoria, British Columbia, Canada",,
VICTORIA,"Victoria Bldg. & Inv. Co., Ltd.",Real Estate:,,1212,"1212, Victoria, British Columbia, Canada",48.4283182,-123.364953
VICTORIA,Douglas,Real Estate:,,,,,
VICTORIA,Victoria Mortg. & Tr. Co.,Real Estate:,,635 Fort,"635 Fort, Victoria, British Columbia, Canada",,
VICTORIA,J. T. Wagner & Co.,Real Estate:,,630 Johnson,"630 Johnson, Victoria, British Columbia, Canada",,
VICTORIA,Warner & Irwin,Real Estate:,,719 Yates,"719 Yates, Victoria, British Columbia, Canada",48.4260432,-123.3640623
VICTORIA,Welch Bros. & Co.,Real Estate:,1006 Government,,"1006 Government, Victoria, British Columbia, Canada",,
VICTORIA,J. R. Westcott,Real Estate:,Moody blk.,,"Moody blk., Victoria, British Columbia, Canada",,
VICTORIA,"Western Lands, Ltd.",Real Estate:,,1201 Broad,"1201 Broad, Victoria, British Columbia, Canada",,
VICTORIA,Edward White,Real Estate:,Pemberton blk.,,"Pemberton blk., Victoria, British Columbia, Canada",,
