City,Company Name or Owners's Name,Company Type,building,address
VANCOUVER,"WESTERN DOMINION LAND AND INVESTMENT CO., Ltd.",Real Estate:,505 Metropolitan bldg.,
VANCOUVER,Adams & Robinson,Real Estate:,,1350 Park Drive
VANCOUVER,Alberta Land Co.,Real Estate:,,863 Gran.
VANCOUVER,Alexander & Anthony,Real Estate:,,"338 Pender, W."
VANCOUVER,Louis Alexander,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Alexander & Stone,Real Estate:,,"346 Pender, W."
VANCOUVER,Alian Bros.,Real Estate:,,"510 Pender, W."
VANCOUVER,Almas & Co.,Real Estate:,,"1468 Broadway, W."
VANCOUVER,R. B. Alty.,Real Estate:,,"198 Hast., W."
VANCOUVER,Alvo V. Alvensleben,Real Estate:,,"744 Hast., W."
VANCOUVER,Anderson & Clayton,Real Estate:,,1069 Gran.
VANCOUVER,Anglo-American Home Building Co.,Real Estate:,,"4th ave., W."
VANCOUVER,Archer & Stephenson,Real Estate:,,"692 Broadway, W."
VANCOUVER,James Armes,Real Estate:,,632 Victoria Drive
VANCOUVER,A. F. Arnold,Real Estate:,,632 Gran.
VANCOUVER,Wm. Astley,Real Estate:,,402 Abbott
VANCOUVER,Wm. Astley,Real Estate:,,Beaconsfield Station
VANCOUVER,Atkins & Stewart,Real Estate:,Dom. Trust bldg.,
VANCOUVER,R. A. & Percy A. S. Aubin,Real Estate:,,"142 Hast., W."
VANCOUVER,Auld & Cook,Real Estate:,,411⁄2 Homer
VANCOUVER,A. E. Austin & Co.,Real Estate:,,328 Gran.
VANCOUVER,"Bailey, Telford & Co.",Real Estate:,,"319 Pender, W."
VANCOUVER,John S. Bain,Real Estate:,,"342 Pender, W."
VANCOUVER,W. P. Baker,Real Estate:,,1621 3d ave.
VANCOUVER,John J. Banfield,Real Estate:,,607 Hast.
VANCOUVER,"British Columbia Lands Ass'n, Ltd.",Real Estate:,,
VANCOUVER,Barnes & Fowler,Real Estate:,,"25 Hast., W."
VANCOUVER,Barr & Humberstone,Real Estate:,,251 Homer
VANCOUVER,G. A. Barrett & Co.,Real Estate:,,"282 Hast., E."
VANCOUVER,Bartlett & Barber,Real Estate:,,532 Gran.
VANCOUVER,Bates & Mair,Real Estate:,,582 Richards
VANCOUVER,F. W. Bauer,Real Estate:,,334 Gran.
VANCOUVER,"B. C. Holmes Trust, Ltd.",Real Estate:,,"319 Pender, W."
VANCOUVER,T. M. Beamish,Real Estate:,,"41 Hast., E."
VANCOUVER,Beaton & McNeill,Real Estate:,506 Richards,
VANCOUVER,A. M. Beattie,Real Estate:,"O. 25 Hast., E.",
VANCOUVER,H. Beeman,Real Estate:,532 Gran.,
VANCOUVER,Belknap & Ferguson,Real Estate:,419 Richards,
VANCOUVER,H. Bell-Irving & Co.,Real Estate:,322 Richards,
VANCOUVER,W. G. Bender,Real Estate:,"429 Pender, W.",
VANCOUVER,W. E. Berry,Real Estate:,432 Homer,
VANCOUVER,"Bevan, Gore & Eliot",Real Estate:,"503 Pender, W.",
VANCOUVER,Black & McDonnell,Real Estate:,"60 Hast., W.",
VANCOUVER,"Bledsoe, MacClinton Lands Co.",Real Estate:,"744 Hast., W.",
VANCOUVER,W. Blijard,Real Estate:,2212 Cornwall,
VANCOUVER,Bliss & Brandt,Real Estate:,721 Robson,
VANCOUVER,W. Blizard,Real Estate:,2212 Cornwall,
VANCOUVER,Chas. A. Bodie & Co.,Real Estate:,"614 Pender, W.",
VANCOUVER,Lennard Bonthrone Co.,Real Estate:,739 Hast.,
VANCOUVER,Borland & Trousdale,Real Estate:,108 West. W.,
VANCOUVER,David B. Boyd,Real Estate:,739 Hast. W.,
VANCOUVER,Boyd & Son,Real Estate:,1515 Broadway. W.,
VANCOUVER,Braden & Dinwoody,Real Estate:,847 Gran.,
VANCOUVER,C. O. Bradshaw,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Brandon Real Estate,Real Estate:,25th ave.,
VANCOUVER,T. F. Brenton & Co.,Real Estate:,320 Homer,
VANCOUVER,W. H. Brett,Real Estate:,413 Gran.,
VANCOUVER,E. R. Bricknell,Real Estate:,"2296 4th ave., W.",
VANCOUVER,E. R. Bricknell,Real Estate:,"2300 4th ave., W.",
VANCOUVER,"British American Trust Co., Ltd.",Real Estate:,198 Hast.,
VANCOUVER,British Columbia Lands Association,Real Estate:,"12 Hast., E.",
VANCOUVER,Broadhurst & Whitaker,Real Estate:,Cedar Cottage,
VANCOUVER,Broderick & Jackson,Real Estate:,Cedar Cottage,
VANCOUVER,Brown Bros.,Real Estate:,"412 Hast., W.",
VANCOUVER,"D. E. Brown & Macaulay, Ltd.",Real Estate:,585 Gran.,
VANCOUVER,Brown Realty Co.,Real Estate:,603 Victoria Drive,
VANCOUVER,W. G. Browne,Real Estate:,1152 Gran.,
VANCOUVER,Bridge Street Realty Co.,Real Estate:,2507 Bridge,
VANCOUVER,"British Canadian Securities, Ltd.",Real Estate:,Dom. Trust bldg.,
VANCOUVER,"W. H. Burley, Co.",Real Estate:,423 Ham.,
VANCOUVER,"Frank Burnett, Jr.",Real Estate:,632 Gran.,
VANCOUVER,Burton & Davidson,Real Estate:,2300 Gran.,
VANCOUVER,H. Byford,Real Estate:,North Arm Rd.,
VANCOUVER,Collingwood Land Co.,Real Estate:,O. Collingwood.,
VANCOUVER,Arthur Cackett,Real Estate:,1820 Main,
VANCOUVER,Alex. Calder,Real Estate:,"2600 Hast., E.",
VANCOUVER,D. Caldwell,Real Estate:,323 Homer,
VANCOUVER,T. H. Calland & Co.,Real Estate:,732 Hast. W.,
VANCOUVER,"Cameron, Plumton & Elliott",Real Estate:,"Hast., E.",
VANCOUVER,Canadian Invest. Co.,Real Estate:,80 Hast.,
VANCOUVER,Canadian Securities & Investment Co.,Real Estate:,522 Pender,
VANCOUVER,Canada India Supply & Trust Co.,Real Estate:,"139 Pender, E.",
VANCOUVER,Canada Punjab Investment Co.,Real Estate:,1923 Gran.,
VANCOUVER,Canada's Real Estate Exchange,Real Estate:,311 Cambie,
VANCOUVER,Canadian Japanese Development Co.,Real Estate:,360 Powell,
VANCOUVER,Canadian National Estates,Real Estate:,423 Ham,
VANCOUVER,"Canadian National Investors, Ltd.",Real Estate:,"310 Hast., W.",
VANCOUVER,W. Carlton,Real Estate:,419 Richards,
VANCOUVER,"Carnsew, Dickinson & Co.",Real Estate:,333 Cambie,
VANCOUVER,Robt. J. Casement,Real Estate:,439 Richards,
VANCOUVER,Cawley & Cruikshank,Real Estate:,543 Gran.,
VANCOUVER,Cedar Cottage Realty Co.,Real Estate:,Cedar Cottage,
VANCOUVER,Central Real Estate Co.,Real Estate:,"353 Pender, W.",
VANCOUVER,"Ceperley, Rounsefell Co., Ltd.",Real Estate:,431 Sey- mour,
VANCOUVER,J. W. Chanler,Real Estate:,"619 Hast., W.",
VANCOUVER,John M. Chappell,Real Estate:,"443 Pender, W.",
VANCOUVER,S. Chatwin,Real Estate:,"544 Pender, W.",
VANCOUVER,A. E. Chilcott,Real Estate:,"160 Hast., W.",
VANCOUVER,City Brokerage Co.,Real Estate:,432 Main,
VANCOUVER,City Brokerage Co.,Real Estate:,Broadway & Main,
VANCOUVER,City Market Brokerage,Real Estate:,1500 Main,
VANCOUVER,City & Suburban Land Co.,Real Estate:,415 Richards,
VANCOUVER,Fred W. Clarke,Real Estate:,445 Gran.,
VANCOUVER,W. H. Clarke,Real Estate:,"615 Pender, W.",
VANCOUVER,Clarke & Thornton,Real Estate:,514 Richards,
VANCOUVER,R. S. Clayton,Real Estate:,"615 Pender, W.",
VANCOUVER,Clements & Heyward,Real Estate:,"435 Pender, W.",
VANCOUVER,"Cluff, Morrison & Co.",Real Estate:,618 Robson,
VANCOUVER,Coast Realty Co.,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Jos. A. Coldwell,Real Estate:,622 Gran.,
VANCOUVER,Percy J. S. Cole,Real Estate:,"522 Pender, W.",
VANCOUVER,R. J. Coleman,Real Estate:,"135 Hast., W.",
VANCOUVER,Collingwood Land Co.,Real Estate:,"Collingwood, E.",
VANCOUVER,Ben S. Collins,Real Estate:,"535 Pender, W.",
VANCOUVER,J. A. Collinson,Real Estate:,"240 Hast., W.",
VANCOUVER,Commercial Brokerage,Real Estate:,341 Cambie,
VANCOUVER,Commercial Investment Co.,Real Estate:,Dom. Trust,
VANCOUVER,Hugh Condren & Co.,Real Estate:,1100 Barnard,
VANCOUVER,Chas. V. Coombs & Co.,Real Estate:,1706 Park Drive,
VANCOUVER,Copp & Baynes,Real Estate:,"350 Pender, W.",
VANCOUVER,Copp & Mutch,Real Estate:,548 Main,
VANCOUVER,Corbet & Donald,Real Estate:,"537 Pender, W.",
VANCOUVER,Cottrell Investment Co.,Real Estate:,313 Homer,
VANCOUVER,D. R. Cowan,Real Estate:,1007 Davie,
VANCOUVER,Jas. H. Craig,Real Estate:,1150 Gran.,
VANCOUVER,W. J. Crawford,Real Estate:,1802 Powell,
VANCOUVER,A. McC. Creery,Real Estate:,326 Richards,
VANCOUVER,Croft & Ashby,Real Estate:,"739 Hast., W.",
VANCOUVER,A. Cross & Son,Real Estate:,"535 Broadway, W.",
VANCOUVER,Crown Invest. Co.,Real Estate:,3332 Main,
VANCOUVER,Crown Realty Co.,Real Estate:,"615 Pender, W.",
VANCOUVER,A. W. Cruise & Co.,Real Estate:,445 Homer,
VANCOUVER,A. A. Davidson,Real Estate:,"150 Hast., W.",
VANCOUVER,Davidson & McRate,Real Estate:,"18 Hast., W.",
VANCOUVER,Jas. Dawe & Co.,Real Estate:,543 Gran.,
VANCOUVER,Dearing-Gordon Co.,Real Estate:,"429 Pender, W.",
VANCOUVER,Den Real Estate,Real Estate:,1178 Denman,
VANCOUVER,John E. Dennis,Real Estate:,333 Cambie,
VANCOUVER,A. N. DeVaz,Real Estate:,230 Broadway W.,
VANCOUVER,Harry T. Devine,Real Estate:,437 Seymour,
VANCOUVER,Dick Bros.,Real Estate:,715 Geo.,
VANCOUVER,F. Dodson & Co.,Real Estate:,531 Richards,
VANCOUVER,Doherty & Wyatt,Real Estate:,709 Dunsmuir,
VANCOUVER,Dom. Brokerage Co.,Real Estate:,521½ Pen.. W.,
VANCOUVER,Dom. Brokerage Co.,Real Estate:,Westr. Rd.,
VANCOUVER,Dom. Investors' Corp.,Real Estate:,Dom. Tr. bldg,
VANCOUVER,C. S. Douglas & Co.,Real Estate:,"501 Pend., W.",
VANCOUVER,"Dow, Fraser & Co., Ltd.",Real Estate:,321 Cam.,
VANCOUVER,H. C. Drummond,Real Estate:,"739 Hast., W.",
VANCOUVER,Duke & Steeves,Real Estate:,543 Gran.,
VANCOUVER,C. T. Dunbar,Real Estate:,"739 Hast., W.",
VANCOUVER,Dunbar Invest. Co.,Real Estate:,"739 Hast., W.",
VANCOUVER,Jas. Duncan,Real Estate:,414 Main,
VANCOUVER,"Jas. Duncan, Scott & Broadway",Real Estate:,,
VANCOUVER,R. J. Duncan,Real Estate:,437 Homer,
VANCOUVER,Duthie & Wishart,Real Estate:,"520 Pender, W.",
VANCOUVER,F. W. Dyke,Real Estate:,543 Gran.,
VANCOUVER,Jas. Eadie & Son,Real Estate:,434 Richards,
VANCOUVER,J. L. Eakin,Real Estate:,423 Ham.,
VANCOUVER,East End Real Estate Co.,Real Estate:,245 Hast. E.,
VANCOUVER,Easfeld & O'Callaghan,Real Estate:,"150 Hast., W.",
VANCOUVER,Ernest Ebbage,Real Estate:,632 Gran.,
VANCOUVER,C. Nelson Ecclestone,Real Estate:,"615 Hast., W.",
VANCOUVER,Eden Realty Exchange,Real Estate:,"412 Hast., W.",
VANCOUVER,Edmonton Securities Co.,Real Estate:,"146 Hast., W.",
VANCOUVER,Edson Syndicate,Real Estate:,334 Hast. W.,
VANCOUVER,C. S. Edwards,Real Estate:,"739 Hast., W.",
VANCOUVER,G. F. Edwards,Real Estate:,532 Gran.,
VANCOUVER,Fields & May,Real Estate:,,"508 Pender, W."
VANCOUVER,Filmer & Evans,Real Estate:,,"432 Pender, W."
VANCOUVER,Walter Findlay,Real Estate:,,2132 Dundas
VANCOUVER,W. C. Findlay,Real Estate:,,632 Gran.
VANCOUVER,"Fire Valley Orchards, Ltd.",Real Estate:,,532 Gran.
VANCOUVER,Fisch & Morrison,Real Estate:,,"317 Cord, W."
VANCOUVER,A. P. Fisher,Real Estate:,,"310 Hast., W."
VANCOUVER,Flack Estate,Real Estate:,,"163 Hast., W."
VANCOUVER,Fletcher & Hayward,Real Estate:,,Collingwood
VANCOUVER,Fletcher & Hayward,Real Estate:,,"Collingwood, E."
VANCOUVER,W. E. Flumerfelt,Real Estate:,,"522 Pender, W."
VANCOUVER,"Foley, Gillis & Co.",Real Estate:,,320 Richards
VANCOUVER,J. B. Foley,Real Estate:,,"694 16th ave., W."
VANCOUVER,T. F. Foley,Real Estate:,Dom. Trust bldg.,
VANCOUVER,R. S. Forbes,Real Estate:,,"118 Hast., W."
VANCOUVER,Forbes & MacKinley,Real Estate:,,625 Pender
VANCOUVER,S. H. FORD,Real Estate:,,"619 Hast., W."
VANCOUVER,D. Forrest,Real Estate:,,1812 Powell
VANCOUVER,Forrest & Ross,Real Estate:,,1812 Powell
VANCOUVER,Horace B. Foster,Real Estate:,,517 Pender. W.
VANCOUVER,H. E. B. Foster,Real Estate:,,"198 Hast., W."
VANCOUVER,"T. H. Foster & Co., Ltd.",Real Estate:,,"538 Pender, W."
VANCOUVER,Foster & Fisher,Real Estate:,,"310 Hast., W."
VANCOUVER,Fourth Ave. Realty,Real Estate:,,"2302 4th ave., W."
VANCOUVER,A. O. P. Francis,Real Estate:,,Gran.
VANCOUVER,M. H. Franklin & Co.,Real Estate:,,449 Pender W.
VANCOUVER,"Fraser, Fraser & Co.",Real Estate:,,739 Hast. W.
VANCOUVER,Fraser Realty Co.,Real Estate:,,North Arm rd.
VANCOUVER,P. Frazier & Co.,Real Estate:,,739 Hast. W.
VANCOUVER,Henry Freund,Real Estate:,,119 Hast. W.
VANCOUVER,K. Z. Fukunaga,Real Estate:,,244 Powell
VANCOUVER,F. J. Furnival,Real Estate:,,62½ Pender W.
VANCOUVER,F. W. Furse,Real Estate:,,2210 Gran.
VANCOUVER,Gardom Bros.,Real Estate:,,800 Gran.
VANCOUVER,Geo. D. Gavin,Real Estate:,Dom. Trust bldg.,
VANCOUVER,"General Securities Co., Ltd.",Real Estate:,,441 Richards
VANCOUVER,George & Demmings,Real Estate:,,817 Gran.
VANCOUVER,Georgia Real Estate,Real Estate:,,544 Geo.
VANCOUVER,J. Gibbens,Real Estate:,,1869 Powell
VANCOUVER,P. C. Gibbens,Real Estate:,,1921 Powell
VANCOUVER,J. L. Gibson,Real Estate:,,1022 Park Drive
VANCOUVER,Giffin Co.,Real Estate:,,2267 York
VANCOUVER,H. J. Gilbert,Real Estate:,,310 Richards
VANCOUVER,Mungo Gillespie,Real Estate:,,429 Pender W.
VANCOUVER,Gillespies' Limited,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Jas. W. Gilmer,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Maurice Gintzburger,Real Estate:,,429 Pender W.
VANCOUVER,"S. Gintzburger, Ltd.",Real Estate:,,161 Cord. W.
VANCOUVER,Glascow Real Estate,Real Estate:,,142 Hast. W.
VANCOUVER,H. Goddard & Son,Real Estate:,,321 Pender W.
VANCOUVER,H. Goddard & Son,Real Estate:,,Cedar Cottage
VANCOUVER,Gold Lots,Real Estate:,,Main
VANCOUVER,Golden Brokerage,Real Estate:,,320 Columbia
VANCOUVER,Goodlad & Goodlad,Real Estate:,,1124 Park Drive
VANCOUVER,A. W. Goodrich & Co.,Real Estate:,,2450 Main
VANCOUVER,Goodyear & Mathieson,Real Estate:,,604 Pender W.
VANCOUVER,Graham & Lumley,Real Estate:,,1901 Hast. E.
VANCOUVER,Grand Trunk Lands Co.,Real Estate:,,739 Hast. W.
VANCOUVER,C. Gray,Real Estate:,,533 Pender W.
VANCOUVER,Gray & Findlay,Real Estate:,,502 Pender W.
VANCOUVER,Green & McLean,Real Estate:,,413 Gran.
VANCOUVER,D. W. Grimmett,Real Estate:,,3324 Main
VANCOUVER,J. F. Grimmett & Son,Real Estate:,,3350 Main
VANCOUVER,C. E. Haggarty & Co.,Real Estate:,,449½ Pender W.
VANCOUVER,J. Z. Hall,Real Estate:,,734 Hast. W.
VANCOUVER,"Hall, Mills & McGillivray",Real Estate:,,25 Hast. E
VANCOUVER,Hamilton & Mathers,Real Estate:,,402 Abbott
VANCOUVER,Hampton & Co.,Real Estate:,,532 Gran.
VANCOUVER,Harford Bros.,Real Estate:,,3106 Westr. Rd.
VANCOUVER,Jas. Harper,Real Estate:,,315 Cambie
VANCOUVER,Harris St. Brokerage Co.,Real Estate:,,209 Harris
VANCOUVER,F. J. Hart & Co.,Real Estate:,,134 Hast. W.
VANCOUVER,R. G. Harvey,Real Estate:,,420 Cambie
VANCOUVER,Haslett & Whitaker,Real Estate:,,739 Hast. W.
VANCOUVER,E. A. Haswell,Real Estate:,,614 Hast. W.
VANCOUVER,Hazlett Brokerage Co.,Real Estate:,,"617 15th ave., E."
VANCOUVER,V. H. Helm,Real Estate:,,47 Hast. W.
VANCOUVER,Helm & Stephenson,Real Estate:,,47 Hast. W.
VANCOUVER,Henderson & Vogel,Real Estate:,,320 Homer
VANCOUVER,Andrew W. Hendry,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Hennessey & Bouchard,Real Estate:,,160 Hast W.
VANCOUVER,"Herd, James & Co.",Real Estate:,,3701 Hast. E.
VANCOUVER,Herman House Co.,Real Estate:,,"407 Pender, W."
VANCOUVER,A. E. Higginbotham,Real Estate:,,514 Broadway W.
VANCOUVER,Hill & Wall,Real Estate:,,46 Hast. E.
VANCOUVER,Hillcrest R. E. Co.,Real Estate:,,O. 4129 Main
VANCOUVER,H. R. Hitchcock,Real Estate:,,344 Pender W.
VANCOUVER,Hogg & Mulholland,Real Estate:,,615 Hast. W.
VANCOUVER,Wm. Holden,Real Estate:,,333 Homer
VANCOUVER,Holmes & Kearney,Real Estate:,,337 Carrall
VANCOUVER,Home Estate Co.,Real Estate:,,334 Hast. W.
VANCOUVER,Home Life Association,Real Estate:,,413 Gran.
VANCOUVER,H. F. Honsberger,Real Estate:,,1840 Powell
VANCOUVER,Hood Bros.,Real Estate:,,519 Pender W.
VANCOUVER,Hope Land & Imp. Co.,Real Estate:,Dom. Trust bldg.,
VANCOUVER,R. B. Horton,Real Estate:,,413 Gran.
VANCOUVER,"Hose Invest. Co., Ltd.",Real Estate:,,198 Hast. W.
VANCOUVER,Reginald E. Hose,Real Estate:,,417 Cord. W.
VANCOUVER,Hoseason & Claridge,Real Estate:,,322 Pender W.
VANCOUVER,A. E. Howard & Co.,Real Estate:,,744 Hast. W.
VANCOUVER,S. L. Howe,Real Estate:,,709 Geo.
VANCOUVER,"Howe Sound Northern Development Co., Ltd.",Real Estate:,,198 Hast. W.
VANCOUVER,C. S. Hubbs,Real Estate:,,744 Hast. W.
VANCOUVER,"Hurry, Page & Knight",Real Estate:,,163 Hast.
VANCOUVER,T. Hurst,Real Estate:,Dom. Trust bldg.,
VANCOUVER,Garner Hutchinson,Real Estate:,,317 Cord W
VANCOUVER,Hyndman & Kirkpatrick,Real Estate:,,2460 Main
VANCOUVER,Illingworth & Murphy,Real Estate:,,1532 Gran
VANCOUVER,"Imperial Investment Co., Ltd.",Real Estate:,,2313 Main
VANCOUVER,Imperial Realty Co.,Real Estate:,,402 Abbott
VANCOUVER,India Realty & Investment Co.,Real Estate:,Dom.,Trust bldg.
VANCOUVER,Thos. H. Ingram,Real Estate:,,310 Hast. W.
VANCOUVER,Inkster & Ward,Real Estate:,,544 Pender W.
VANCOUVER,International Broker. Co.,Real Estate:,,517 Pender W.
VANCOUVER,Geo. A. Jacobs,Real Estate:,,524 Pender W.
VANCOUVER,D. Jardine,Real Estate:,,722 Hast. W.
VANCOUVER,Arthur R. Jenion,Real Estate:,,430 Homer
VANCOUVER,Harry A. Johnston & Co.,Real Estate:,,422 Rich.
VANCOUVER,Johnston & Johnston,Real Estate:,,563 Geo.
VANCOUVER,"Johnston, Gray & Donald",Real Estate:,Dom. Tr. bld.,
VANCOUVER,Arthur Jones & Geo. H. Smith,Real Estate:,,423 Ham.
VANCOUVER,E. Jones,Real Estate:,,2601 Gran.
VANCOUVER,H. A. Jones,Real Estate:,,407 Cord.
VANCOUVER,John D. Kearns,Real Estate:,,543 Gran.
VANCOUVER,Keillor & Elliott,Real Estate:,,150 Hast. W.
VANCOUVER,Keiran & Mason,Real Estate:,,543 Gran.
VANCOUVER,Geo. A. Kendall,Real Estate:,,3058 Woodland
VANCOUVER,G. S. Kennedy & Co.,Real Estate:,,3636 Hast. E.
VANCOUVER,Kennedy & Templer,Real Estate:,,25 Hast. E.
VANCOUVER,Kerfoot & Osborne,Real Estate:,,584 Richards
VANCOUVER,J. A. Kerr & Co.,Real Estate:,,3326 Main
VANCOUVER,"W. J. Kerr, Ltd.",Real Estate:,,1117 Gran.
VANCOUVER,Roy F. Likely,Real Estate:,,615 Pender W.
VANCOUVER,Geo. Lloyd & Co.,Real Estate:,,142 Hast. W.
VANCOUVER,J. H. Locklin,Real Estate:,,700 16th Ave. W.
VANCOUVER,E. C. Lockwood,Real Estate:,,Hast. & Main
VANCOUVER,"Loewen, Harvey & Humble",Real Estate:,,420 Cambie
VANCOUVER,A. A. Logan,Real Estate:,,615 Pender W.
VANCOUVER,London Brokerage,Real Estate:,,347 Pender W.
VANCOUVER,Lonsdale Realty Co.,Real Estate:,,161 Cord. W.
VANCOUVER,G. A. Love,Real Estate:,,2319 Gran.
VANCOUVER,J. F. Luno,Real Estate:,,198 Hast. W.
VANCOUVER,Louis R. Lurie,Real Estate:,,"80 Hast., W."
VANCOUVER,D. S. Macdonald,Real Estate:,,2202 4th Ave. W.
VANCOUVER,Macdonald & Somerton,Real Estate:,,1106 Gran.
VANCOUVER,J. M. Macgregor & Co.,Real Estate:,,718 Robson
VANCOUVER,Mackay Bros.,Real Estate:,,213 Hast. W.
VANCOUVER,MacKenzie & McDiarmid,Real Estate:,,505 Richards
VANCOUVER,H. MacKinnon & Co.,Real Estate:,,748 Main
VANCOUVER,A. St. L. MacIntosh,Real Estate:,,"739 Hast., W."
VANCOUVER,MacLean & MacLean,Real Estate:,,441 Pender W.
VANCOUVER,A. L. MCARTHUR & CO.,Real Estate:,,330 Main
VANCOUVER,G. A. McBain,Real Estate:,,429 Pender W.
VANCOUVER,F. W. McBride,Real Estate:,,659 Harris
VANCOUVER,J. S. McCannell,Real Estate:,,987 Gran.
VANCOUVER,S. W. McConaughey,Real Estate:,,148 Hast. E.
VANCOUVER,H. P. McCool,Real Estate:,,Horne Rd.
VANCOUVER,McCready Bros.,Real Estate:,,744 Hast. W.
VANCOUVER,McDonagh & Kennedy,Real Estate:,,Fraser
VANCOUVER,C. A. McDonald,Real Estate:,,336 Hast. W.
VANCOUVER,H. R. McDonald,Real Estate:,,537 Richards
VANCOUVER,McDonald & Lawrence,Real Estate:,,336 Hast. W.
VANCOUVER,S. A. McDowell,Real Estate:,,400 Hast. E.
VANCOUVER,McEwen & Co.,Real Estate:,,532 Pender W.
VANCOUVER,McGarvin & Nash,Real Estate:,Dom. Trust bldg.,
VANCOUVER,W. McGarvin,Real Estate:,,Pandora
VANCOUVER,R. McIntosh,Real Estate:,,615 Pender W.
VANCOUVER,McIntosh & Brown,Real Estate:,,543 Gran.
VANCOUVER,McIntosh & Garnham,Real Estate:,,198 Hast. W.
VANCOUVER,McIntyre's R. E. Office,Real Estate:,,16 Hast. E.
VANCOUVER,Jno. W. McIntyre & Co.,Real Estate:,,Cedar Cottage
VANCOUVER,R. D. McKenzie,Real Estate:,,2651 4th W.
VANCOUVER,"McKim, Hamilton & Hopkins",Real Estate:,,25th & Main
VANCOUVER,McLaren & Hughes,Real Estate:,,442 Richards
VANCOUVER,D. J. & Oliphant McLean,Real Estate:,,500 Pender W.
VANCOUVER,E. W. MacLean,Real Estate:,,Boundary & Hast
VANCOUVER,McLellan & Daiber,Real Estate:,,1032 Main
VANCOUVER,John McLeod Co.,Real Estate:,,516 Pender W.
VANCOUVER,D. A. McMillan,Real Estate:,,402 Abbott
VANCOUVER,McMillan & Hughes,Real Estate:,Dom. Tr. bldg.,
VANCOUVER,McMillan & Wrinch,Real Estate:,,402 Abbott
VANCOUVER,N. McNair,Real Estate:,,620 Main
VANCOUVER,R. C. McNeill,Real Estate:,,413 Gran.
VANCOUVER,McPherson & Fullerton Bros.,Real Estate:,,333 Pen-der W.
VANCOUVER,McRae & Omand,Real Estate:,,333 Cambie
VANCOUVER,Geo. McSpadden,Real Estate:,,1201 Park Drive
VANCOUVER,"McTavish Bros., Ltd.",Real Estate:,,421 Pender W.
VANCOUVER,Magar & Dye,Real Estate:,,1877 Barnard
VANCOUVER,H. W. Magee,Real Estate:,,321 Hast. E.
VANCOUVER,"Mahon, McFarland & Proctor",Real Estate:,,543 Pen-der W.
VANCOUVER,Maple Leaf RI. Est. Ex.,Real Estate:,,1150 Gran.
