City,Company Name or Owners's Name,Company Type,building,address
EDMONTON,J. R. McIntosh,Real Estate:,,"24 Jasper, W."
EDMONTON,"McMannus Bros, & Prothero",Real Estate:,,"114 Jas., W."
EDMONTON,"McNamara, Ltd.",Real Estate:,,
EDMONTON,Magrath-Hart Co.,Real Estate:,,"44 Jasper, E."
EDMONTON,Jno. M. Maguire,Real Estate:,,"293 Jasper, Е."
EDMONTON,H. Milton Martin,Real Estate:,,
EDMONTON,Chas. May & Co.,Real Estate:,,
EDMONTON,Clifford C. Mitchell,Real Estate:,,
EDMONTON,Z. W. Mitchell,Real Estate:,,"240 Jasper, E."
EDMONTON,Geo. S. Montgomery,Real Estate:,,"7 Jasper, E."
EDMONTON,Jno. Morris:,Real Estate:,,132 McDougall
EDMONTON,Moser & Ryder,Real Estate:,,"30 Jasper, E."
EDMONTON,L. T. Murray,Real Estate:,,224 Jasper. E.
EDMONTON,North American R. E. Co.,Real Estate:,,Craig-Nair
EDMONTON,North End Rity. Co.,Real Estate:,,234 Norwood blvd.
EDMONTON,Northern Colonization Agcy.,Real Estate:,,634 1st st.
EDMONTON,Palmer & McIntyre,Real Estate:,,"133 Jasper, W."
EDMONTON,"Peace River Colleries, Ltd",Real Estate:,,
EDMONTON,Pearse & Pearse,Real Estate:,,"232 Jasper, Е."
EDMONTON,Perkins & Hamilton,Real Estate:,,
EDMONTON,Rolfe & Kenwood,Real Estate:,,36 Jasper. E.
EDMONTON,Jno. Ross & Son.,Real Estate:,Windsor blk.,
EDMONTON,M. Runnalls & Co.,Real Estate:,,"140 Jasner, W."
EDMONTON,"Sandeman-Cope Co., Ltd.",Real Estate:,Windsor blk.,
EDMONTON,Seton-Smith Co.,Real Estate:,,63 McDougall
EDMONTON,Starke & Franklin,Real Estate:,,39 Jasper. W.
EDMONTON,E. J. Taylor & Co.,Real Estate:,,632 1st st.
EDMONTON,R. Tegler,Real Estate:,,318 Jasper. E.
EDMONTON,F. Fraser Tims,Real Estate:,,120 McDougall
EDMONTON,S. Touchette,Real Estate:,,1st st.
EDMONTON,J. J. Tull,Real Estate:,,522 Namavo
EDMONTON,Twin City Rlty. Co.,Real Estate:,,13 Jasper. W.
EDMONTON,A. E. Vover,Real Estate:,,Queens ave.
EDMONTON,S. S. Walker & Co.,Real Estate:,,"374 Jasper, E."
EDMONTON,Watson & Co.,Real Estate:,,126 Jasper. W.
EDMONTON,"Western Lands, Ltd.",Real Estate:,,215 Jasper. W.
EDMONTON,"Western Rity. Co., Ltd.",Real Estate:,,215 Jasper. E
EDMONTON,Whites R. E. & Imp. Bureau,Real Estate:,,643 1st st.
EDMONTON,"Windsor Rity. Co., Ltd.",Real Estate:,,572 1st st.
EDMONTON,York & McNamara,Real Estate:,,"44 Jasper, W."
